발전구분, 호기, 일자, 1시 발전량(KWh), 2시 발전량(KWh),3시 발전량(KWh),4시 발전량(KWh),5시 발전량(KWh),6시 발전량(KWh),7시 발전량(KWh),8시 발전량(KWh),9시 발전량(KWh),10시 발전량(KWh),11시 발전량(KWh),12시 발전량(KWh),13시 발전량(KWh),14시 발전량(KWh),15시 발전량(KWh),16시 발전량(KWh),17시 발전량(KWh),18시 발전량(KWh),19시 발전량(KWh),20시 발전량(KWh),21시 발전량(KWh),22시 발전량(KWh),23시 발전량(KWh),24시 발전량(KWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
영동태양광, 1, 2025-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 1.056, 18.24, 20.16, 20.544, 20.256, 20.16, 19.392, 19.488, 19.104, 366.336, 573.12, 685.056, 334.56, 0, 0, 0, 0, 0, 2117.472, 88, 685.05, 1.056, 685.056, 0, 
삼천포태양광#5, 1, 2025-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 43.928, 373.593, 1094.363, 1444.698, 945.954, 464.725, 265.113, 233.243, 306.903, 266.088, 1037.256, 2386.697, 2405.429, 1115.934, 0, 0, 0, 0, 12383.924, 516, 2405.42, 43.928, 2405.429, 0, 
삼천포태양광#5, 2, 2025-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 77.067, 625.59, 1874.133, 2503.441, 1641.271, 501.277, 290.674, 310.99, 580.444, 429.964, 1771.708, 4057.432, 3756.195, 2853.514, 0, 0, 0, 0, 21273.7, 886, 4057.43, 77.06, 4057.432, 0, 
광양항세방태양광, 1, 2025-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 2.4, 72, 180, 326.4, 331.2, 297.6, 326.4, 187.2, 264, 369.6, 177.6, 33.6, 0, 0, 0, 0, 0, 0, 2568, 107, 369.6, 2.4, 369.6, 0, 
두산엔진MG태양광, 1, 2025-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0.9, 4.8, 11.04, 16.86, 27.6, 25.14, 24, 32.7, 37.38, 33.72, 17.22, 10.8, 0.12, 0, 0, 0, 0, 0, 242.28, 10, 37.38, 0.12, 37.38, 0, 
삼천포태양광, 1, 2025-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.756, 4.548, 7.392, 10.62, 9.84, 6.876, 7.044, 9.192, 6.24, 5.652, 0.192, 0, 0, 0, 0, 0, 0, 68.352, 3, 10.62, 0.192, 10.62, 0, 
삼천포태양광, 2, 2025-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 14.112, 92.544, 258.336, 357.12, 464.16, 402.432, 284.832, 310.272, 359.328, 234.528, 248.16, 55.776, 0.192, 0, 0, 0, 0, 0, 3081.792, 128, 464.16, 0.192, 464.16, 0, 
삼천포태양광, 3, 2025-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 3.708, 31.788, 85.176, 121.716, 145.512, 132.12, 91.44, 96.588, 116.748, 76.608, 81, 14.796, 0, 0, 0, 0, 0, 0, 997.2, 42, 145.51, 3.708, 145.512, 0, 
삼천포태양광, 4, 2025-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 11.893, 79.265, 98.456, 564.286, 900.568, 697.758, 426.061, 488.967, 605.725, 319.06, 361.029, 68.111, 0, 0, 0, 0, 0, 0, 4621.179, 193, 900.56, 11.893, 900.568, 0, 
구미태양광, 1, 2025-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 39.846, 214.561, 299.243, 338.583, 305.1, 452.118, 448.936, 449.081, 134.29, 136.821, 45.921, 0, 0, 0, 0, 0, 0, 2864.5, 119, 452.11, 39.84, 452.118, 0, 
삼천포태양광#6, 1, 2025-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
영흥태양광#5, 1, 2025-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 7.232, 134.989, 243.463, 380.863, 723.158, 1096.789, 1019.653, 1590.947, 465.232, 458, 390.505, 207.305, 7.232, 0, 0, 0, 0, 0, 6725.368, 280, 1590.94, 7.23, 1590.947, 0, 
영흥태양광 #3, 1, 2025-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 1.92, 81.36, 166.08, 253.92, 481.92, 698.64, 704.16, 894.24, 326.64, 295.2, 260.16, 124.08, 4.32, 0, 0, 0, 0, 0, 4292.64, 179, 894.24, 1.92, 894.24, 0, 
영흥태양광 #3, 2, 2025-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0.288, 27.168, 63.264, 103.392, 202.752, 308.448, 286.272, 435.36, 132.768, 129.792, 114.816, 61.056, 1.536, 0, 0, 0, 0, 0, 1866.912, 78, 435.36, 0.288, 435.36, 0, 
영흥태양광 #3, 3, 2025-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0.36, 37.32, 80.64, 122.76, 240.12, 356.04, 366.72, 534, 173.64, 149.52, 140.76, 78.6, 3, 0, 0, 0, 0, 0, 2283.48, 95, 534, 0.36, 534, 0, 
영흥태양광, 1, 2025-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 22.502, 61.325, 88.166, 167.232, 242.688, 270.029, 383.078, 133.786, 98.611, 96.883, 52.032, 1.075, 0, 0, 0, 0, 0, 1617.407, 67, 383.07, 1.075, 383.078, 0, 
예천태양광, 1, 2025-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 12.24, 161.82, 421.74, 712.8, 626.76, 609.3, 834.84, 785.7, 416.16, 386.28, 207.36, 56.88, 0, 0, 0, 0, 0, 0, 5231.88, 218, 834.84, 12.24, 834.84, 0, 
여수태양광, 1, 2025-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 143.07, 143.07, 6, 143.07, 143.07, 143.07, 0, 
영흥태양광, 2, 2025-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 13.499, 53.032, 85.815, 167.773, 247.802, 247.802, 310.476, 115.705, 103.171, 92.564, 46.282, 0.964, 0, 0, 0, 0, 0, 1484.885, 62, 310.47, 0.96, 310.476, 0, 
탑선태양광, 1, 2025-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 767.6, 767.6, 32, 767.6, 767.6, 767.6, 0, 
탑선태양광, 3, 2025-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 462, 462, 19, 462, 462, 462, 0, 
