발전구분, 호기, 일자, 1시 발전량(KWh), 2시 발전량(KWh),3시 발전량(KWh),4시 발전량(KWh),5시 발전량(KWh),6시 발전량(KWh),7시 발전량(KWh),8시 발전량(KWh),9시 발전량(KWh),10시 발전량(KWh),11시 발전량(KWh),12시 발전량(KWh),13시 발전량(KWh),14시 발전량(KWh),15시 발전량(KWh),16시 발전량(KWh),17시 발전량(KWh),18시 발전량(KWh),19시 발전량(KWh),20시 발전량(KWh),21시 발전량(KWh),22시 발전량(KWh),23시 발전량(KWh),24시 발전량(KWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
영동태양광, 1, 2025-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 16.128, 17.088, 17.184, 16.992, 17.856, 19.2, 675.456, 592.416, 665.088, 553.632, 609.408, 688.896, 684.288, 679.104, 173.088, 0, 0, 5425.824, 226, 688.89, 16.128, 688.896, 0, 
삼천포태양광#5, 1, 2025-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 142.013, 745.308, 1596.067, 2368.261, 373.663, 618.183, 720.761, 2133.241, 2829.6, 2249.344, 1523.544, 2515.435, 2523.528, 2480.137, 1165.712, 0, 0, 0, 23984.797, 999, 2829.6, 142.013, 2829.6, 0, 
삼천포태양광#5, 2, 2025-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 252.987, 1310.679, 2754.485, 4011.707, 1006.533, 1435.883, 1604.9, 3626.226, 4733.463, 3783.253, 2596.086, 4267.192, 3992.68, 3798.973, 1372.304, 0, 0, 0, 40547.351, 1689, 4733.46, 252.987, 4733.463, 0, 
광양항세방태양광, 1, 2025-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 19.2, 120, 292.8, 460.8, 576, 628.8, 655.2, 664.8, 643.2, 573.6, 456, 247.2, 57.6, 0, 0, 0, 0, 0, 5395.2, 225, 664.8, 19.2, 664.8, 0, 
두산엔진MG태양광, 1, 2025-04-30 00:00:00, 0, 0, 0, 0, 0, 0.18, 2.64, 5.04, 12.96, 27.36, 33.36, 22.38, 13.38, 26.52, 25.44, 27, 23.28, 32.58, 8.1, 0.12, 0, 0, 0, 0, 260.34, 11, 33.36, 0.12, 33.36, 0, 
삼천포태양광, 1, 2025-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
삼천포태양광, 2, 2025-04-30 00:00:00, 0, 0, 0, 0, 0, 0.576, 35.328, 186.048, 380.256, 554.976, 671.616, 730.656, 744.288, 718.368, 637.728, 500.544, 320.256, 137.472, 27.84, 0, 0, 0, 0, 0, 5645.952, 235, 744.28, 0.576, 744.288, 0, 
삼천포태양광, 3, 2025-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 11.772, 61.56, 124.38, 184.572, 226.692, 247.536, 252.864, 245.7, 216.972, 171.576, 113.796, 47.52, 5.688, 0, 0, 0, 0, 0, 1910.628, 80, 252.86, 5.688, 252.864, 0, 
삼천포태양광, 4, 2025-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 33.526, 92.385, 96.544, 102.918, 100.549, 211.219, 1334.251, 1197.691, 1137.186, 925.428, 1176.594, 1184.312, 1192.716, 752.135, 0, 0, 0, 0, 9537.454, 397, 1334.25, 33.526, 1334.251, 0, 
구미태양광, 1, 2025-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 18.802, 119.249, 302.352, 462.966, 571.005, 634.209, 658.725, 644.551, 582.287, 484.227, 346.682, 181.44, 41.437, 1.229, 0, 0, 0, 0, 5049.161, 210, 658.72, 1.229, 658.725, 0, 
삼천포태양광#6, 1, 2025-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 24.01, 82.333, 85.04, 88.602, 84.398, 79.21, 522.615, 711.873, 702.431, 599.341, 594.416, 630.462, 636.365, 628.211, 97.904, 0, 0, 0, 5567.211, 232, 711.87, 24.01, 711.873, 0, 
영흥태양광#5, 1, 2025-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 115.705, 605.042, 1354.716, 2017.611, 2533.463, 2748, 2863.705, 2825.137, 2552.747, 2114.032, 1451.137, 679.768, 96.421, 2.411, 0, 0, 0, 0, 21959.895, 915, 2863.7, 2.411, 2863.705, 0, 
영흥태양광 #3, 1, 2025-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 64.8, 416.16, 936.48, 1343.76, 95.04, 81.6, 76.8, 349.92, 1710.72, 1439.28, 1006.56, 2280.24, 2258.16, 1982.64, 0, 0, 0, 0, 14042.16, 585, 2280.24, 64.8, 2280.24, 0, 
영흥태양광 #3, 2, 2025-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 18.048, 48.672, 41.952, 36.48, 31.584, 646.176, 930.912, 915.744, 830.304, 693.312, 854.4, 885.12, 769.536, 214.08, 0, 0, 0, 0, 6916.32, 288, 930.91, 18.048, 930.912, 0, 
영흥태양광 #3, 3, 2025-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 20.16, 51.96, 50.64, 45.48, 41.4, 616.08, 916.56, 916.32, 837.84, 694.8, 1000.8, 967.32, 770.88, 25.44, 0, 0, 0, 0, 6955.68, 290, 1000.8, 20.16, 1000.8, 0, 
영흥태양광, 1, 2025-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 14.131, 110.093, 293.76, 462.605, 605.798, 656.102, 695.04, 685.978, 620.544, 507.226, 352.205, 163.738, 17.549, 0, 0, 0, 0, 0, 5184.769, 216, 695.04, 14.131, 695.04, 0, 
예천태양광, 1, 2025-04-30 00:00:00, 0, 0, 0, 0, 0, 0.54, 95.22, 431.64, 827.46, 1119.24, 1309.68, 1410.48, 1438.2, 1377.54, 1210.14, 1025.1, 700.2, 305.64, 48.96, 0, 0, 0, 0, 0, 11300.04, 471, 1438.2, 0.54, 1438.2, 0, 
여수태양광, 1, 2025-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 810.6, 810.6, 34, 810.6, 810.6, 810.6, 0, 
영흥태양광, 2, 2025-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 13.499, 93.528, 227.554, 350.973, 441.608, 473.427, 496.568, 494.64, 446.429, 362.543, 238.16, 104.135, 12.535, 0, 0, 0, 0, 0, 3755.599, 156, 496.56, 12.535, 496.568, 0, 
탑선태양광, 1, 2025-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1659.4, 1659.4, 69, 1659.4, 1659.4, 1659.4, 0, 
탑선태양광, 3, 2025-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 898, 898, 37, 898, 898, 898, 0, 
경상대태양광, 1, 2025-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 24.552, 126.144, 284.112, 430.2, 534.456, 584.136, 621.576, 612.288, 568.584, 486.864, 351.432, 182.088, 35.712, 0.072, 0, 0, 0, 0, 4842.216, 202, 621.57, 0.072, 621.576, 0, 
고흥만 수상태양광, 1, 2025-04-30 00:00:00, 0, 0, 0, 0, 0, 39.732, 3000.816, 13131.972, 26434.296, 37952.796, 45965.304, 51545.004, 52956.876, 51204.384, 46298.028, 38090.472, 26730.564, 13151.04, 2833.992, 31.08, 0, 0, 0, 0, 409366.356, 17057, 52956.87, 31.08, 52956.876, 0, 
영동태양광, 1, 2025-04-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 15.936, 18.336, 17.952, 18.336, 19.392, 97.248, 875.808, 884.64, 831.168, 713.472, 656.64, 690.624, 686.592, 683.904, 247.008, 0, 0, 6457.056, 269, 884.64, 15.936, 884.64, 0, 
삼천포태양광#5, 1, 2025-04-29 00:00:00, 0, 0, 0, 0, 0, 0, 127.445, 779.251, 1663.584, 2421.058, 379.366, 613.069, 804.873, 2219.157, 2725.336, 2129.388, 1554.306, 2515.967, 2533.338, 2475.688, 1203.004, 0, 0, 0, 24144.83, 1006, 2725.33, 127.445, 2725.336, 0, 
삼천포태양광#5, 2, 2025-04-29 00:00:00, 0, 0, 0, 0, 0, 0, 221.626, 1360.839, 2860.354, 4105.191, 1091.762, 1502.742, 1891.507, 3881.399, 4627.23, 3592.823, 2661.424, 4269.045, 3998.202, 3790.722, 1400.657, 0, 0, 0, 41255.523, 1719, 4627.23, 221.626, 4627.23, 0, 
광양항세방태양광, 1, 2025-04-29 00:00:00, 0, 0, 0, 0, 0, 0, 19.2, 122.4, 309.6, 487.2, 595.2, 662.4, 691.2, 667.2, 616.8, 578.4, 369.6, 240, 52.8, 0, 0, 0, 0, 0, 5412, 226, 691.2, 19.2, 691.2, 0, 
두산엔진MG태양광, 1, 2025-04-29 00:00:00, 0, 0, 0, 0, 0, 0.18, 2.52, 4.8, 13.08, 28.56, 36.06, 25.62, 29.04, 32.94, 29.7, 27.96, 38.94, 29.46, 6.78, 0.06, 0, 0, 0, 0, 305.7, 13, 38.94, 0.06, 38.94, 0, 
삼천포태양광, 1, 2025-04-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
삼천포태양광, 2, 2025-04-29 00:00:00, 0, 0, 0, 0, 0, 0.384, 30.144, 183.264, 393.6, 560.736, 662.976, 730.176, 758.016, 721.344, 620.16, 466.848, 325.92, 141.216, 27.168, 0, 0, 0, 0, 0, 5621.952, 234, 758.01, 0.38, 758.016, 0, 
삼천포태양광, 3, 2025-04-29 00:00:00, 0, 0, 0, 0, 0, 0, 10.044, 61.668, 130.86, 188.856, 223.884, 246.996, 258.336, 245.34, 212.544, 160.452, 114.336, 47.448, 5.58, 0, 0, 0, 0, 0, 1906.344, 79, 258.33, 5.58, 258.336, 0, 
삼천포태양광, 4, 2025-04-29 00:00:00, 0, 0, 0, 0, 0, 0, 27.109, 92.394, 96.398, 103.028, 101.095, 257.413, 1251.504, 1326.622, 1121.26, 878.23, 1176.939, 1184.385, 1192.397, 773.645, 0, 0, 0, 0, 9582.419, 399, 1326.62, 27.109, 1326.622, 0, 
구미태양광, 1, 2025-04-29 00:00:00, 0, 0, 0, 0, 0, 0, 18.296, 117.947, 292.228, 456.891, 550.974, 642.598, 667.475, 671.669, 626.182, 527.905, 374.596, 190.48, 44.113, 1.446, 0, 0, 0, 0, 5182.8, 216, 671.66, 1.446, 671.669, 0, 
삼천포태양광#6, 1, 2025-04-29 00:00:00, 0, 0, 0, 0, 0, 0, 23.379, 83.005, 85.063, 89.436, 84.705, 79.128, 492.86, 766.909, 672.43, 557.982, 592.555, 631.308, 637.2, 627.801, 35.003, 0, 0, 0, 5458.764, 227, 766.9, 23.379, 766.909, 0, 
영흥태양광#5, 1, 2025-04-29 00:00:00, 0, 0, 0, 0, 0, 2.411, 120.526, 643.611, 1414.979, 2077.874, 2559.979, 2832.368, 2902.274, 2796.211, 2521.411, 2075.463, 1427.032, 667.716, 144.632, 2.411, 0, 0, 0, 0, 22188.898, 925, 2902.27, 2.411, 2902.274, 0, 
영흥태양광 #3, 1, 2025-04-29 00:00:00, 0, 0, 0, 0, 0, 0, 69.6, 443.28, 968.64, 1394.64, 97.68, 81.12, 79.92, 329.04, 1683.36, 1411.92, 984.48, 2282.16, 2282.64, 1964.64, 0, 0, 0, 0, 14073.12, 586, 2282.64, 69.6, 2282.64, 0, 
영흥태양광 #3, 2, 2025-04-29 00:00:00, 0, 0, 0, 0, 0, 0, 18.528, 48.192, 41.952, 36.576, 32.064, 720.192, 937.344, 909.12, 821.376, 677.76, 853.92, 886.368, 781.344, 194.88, 0, 0, 0, 0, 6959.616, 290, 937.34, 18.52, 937.344, 0, 
