발전구분, 호기, 일자, 1시 발전량(KWh), 2시 발전량(KWh),3시 발전량(KWh),4시 발전량(KWh),5시 발전량(KWh),6시 발전량(KWh),7시 발전량(KWh),8시 발전량(KWh),9시 발전량(KWh),10시 발전량(KWh),11시 발전량(KWh),12시 발전량(KWh),13시 발전량(KWh),14시 발전량(KWh),15시 발전량(KWh),16시 발전량(KWh),17시 발전량(KWh),18시 발전량(KWh),19시 발전량(KWh),20시 발전량(KWh),21시 발전량(KWh),22시 발전량(KWh),23시 발전량(KWh),24시 발전량(KWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
영동태양광, 1, 2023-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 5.184, 19.2, 22.272, 22.656, 21.888, 22.368, 21.696, 54.336, 238.56, 685.824, 361.152, 82.752, 2.016, 0, 0, 0, 1559.904, 65, 685.82, 2.016, 685.824, 0, 
삼천포태양광#5, 1, 2023-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.745, 76.552, 91.987, 114.551, 190.869, 181.162, 156.481, 190.215, 508.022, 1138.158, 57.818, 47.618, 0, 0, 0, 0, 0, 2754.178, 115, 1138.15, 0.745, 1138.158, 0, 
삼천포태양광#5, 2, 2023-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 3.847, 132.208, 169.215, 190.812, 285.961, 277.736, 247.458, 289.915, 886.46, 1897.412, 112.87, 95.807, 0, 0, 0, 0, 0, 4589.701, 191, 1897.41, 3.847, 1897.412, 0, 
광양항세방태양광, 1, 2023-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 12, 28.8, 194.4, 259.2, 508.8, 1029.6, 115.2, 460.8, 640.8, 448.8, 127.2, 141.6, 52.8, 0, 0, 0, 0, 0, 4020, 168, 1029.6, 12, 1029.6, 0, 
두산엔진MG태양광, 1, 2023-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0.18, 1.68, 2.7, 6.9, 9.78, 13.2, 28.56, 19.44, 13.74, 14.22, 14.7, 4.68, 1.68, 0.48, 0, 0, 0, 0, 131.94, 5, 28.56, 0.18, 28.56, 0, 
삼천포태양광, 1, 2023-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 1.128, 0.948, 1.74, 8.256, 3.732, 2.124, 6.948, 6.768, 1.224, 0.132, 0.084, 0, 0, 0, 0, 0, 33.084, 1, 8.25, 0.084, 8.256, 0, 
삼천포태양광, 2, 2023-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 1.536, 35.328, 32.64, 45.984, 138.144, 76.992, 56.64, 121.632, 118.944, 34.368, 21.024, 16.416, 0, 0, 0, 0, 0, 699.648, 29, 138.14, 1.536, 138.144, 0, 
삼천포태양광, 3, 2023-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.036, 9.396, 6.696, 13.68, 45.684, 22.356, 13.716, 37.26, 34.56, 8.028, 2.52, 0.54, 0, 0, 0, 0, 0, 194.472, 8, 45.68, 0.036, 45.684, 0, 
삼천포태양광, 4, 2023-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 4.651, 1.708, 17.218, 90.25, 57.759, 33.926, 81.637, 194.913, 271.598, 1.102, 0, 0, 0, 0, 0, 0, 754.762, 31, 271.59, 1.1, 271.598, 0, 
구미태양광, 1, 2023-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 20.61, 34.639, 55.9, 70.58, 114.404, 186.719, 160.396, 80.994, 23.647, 46.137, 58.214, 39.991, 9.473, 0, 0, 0, 0, 901.704, 38, 186.71, 9.473, 186.719, 0, 
삼천포태양광#6, 1, 2023-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 25.316, 23.698, 33.635, 74.569, 58.352, 43.007, 62.409, 102.926, 153.297, 7.746, 5.703, 0, 0, 0, 0, 0, 590.658, 25, 153.29, 5.703, 153.297, 0, 
영흥태양광#5, 1, 2023-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 57.853, 568.884, 1017.242, 1424.621, 2256.253, 2564.8, 2600.958, 2408.116, 2012.789, 1439.084, 764.137, 245.874, 43.389, 0, 0, 0, 0, 17404, 725, 2600.95, 43.389, 2600.958, 0, 
영흥태양광 #3, 1, 2023-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
영흥태양광 #3, 2, 2023-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26.784, 38.688, 32.064, 31.488, 264.672, 645.12, 554.592, 854.304, 878.4, 804.288, 90.72, 0, 0, 0, 0, 4221.12, 176, 878.4, 26.784, 878.4, 0, 
영흥태양광 #3, 3, 2023-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 4.56, 40.44, 38.88, 37.92, 36.72, 33.24, 28.44, 216.24, 487.92, 1014.36, 933, 668.52, 0, 0, 0, 0, 0, 3540.24, 148, 1014.36, 4.56, 1014.36, 0, 
영흥태양광, 1, 2023-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 12.058, 116.39, 284.698, 281.472, 417.523, 671.194, 658.406, 624.499, 528.115, 385.382, 213.965, 72.922, 11.52, 0, 0, 0, 0, 4278.144, 178, 671.19, 11.52, 671.194, 0, 
예천태양광, 1, 2023-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 54.72, 53.46, 124.02, 94.14, 105.3, 96.66, 103.32, 145.08, 56.7, 29.16, 17.28, 1.98, 0, 0, 0, 0, 881.82, 37, 145.08, 1.98, 145.08, 0, 
여수태양광, 1, 2023-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 149.5, 149.5, 6, 149.5, 149.5, 149.5, 0, 
영흥태양광, 2, 2023-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 11.571, 160.059, 269.979, 400.147, 579.491, 650.842, 628.665, 597.811, 514.888, 365.436, 196.699, 63.638, 11.571, 0, 0, 0, 0, 4450.797, 185, 650.84, 11.571, 650.842, 0, 
탑선태양광, 1, 2023-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2105, 2105, 88, 2105, 2105, 2105, 0, 
탑선태양광, 3, 2023-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1156.4, 1156.4, 48, 1156.4, 1156.4, 1156.4, 0, 
경상대태양광, 1, 2023-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 18.432, 83.448, 56.232, 70.776, 175.392, 179.424, 95.256, 185.112, 155.088, 89.784, 59.184, 23.832, 1.584, 0, 0, 0, 0, 1193.544, 50, 185.11, 1.584, 185.112, 0, 
영동태양광, 1, 2023-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 4.608, 20.928, 21.024, 21.6, 22.272, 23.52, 22.176, 20.064, 22.08, 51.936, 216.768, 686.88, 245.088, 0, 0, 0, 0, 0, 1378.944, 57, 686.88, 4.608, 686.88, 0, 
삼천포태양광#5, 1, 2023-06-29 00:00:00, 0, 0, 0, 0, 0, 12.466, 19.732, 181.485, 190.113, 190.219, 187.309, 189.736, 190.419, 152.394, 156.546, 105.059, 131.045, 1516.459, 1.634, 0, 0, 0, 0, 0, 3224.616, 134, 1516.45, 1.63, 1516.459, 0, 
삼천포태양광#5, 2, 2023-06-29 00:00:00, 0, 0, 0, 0, 0, 26.118, 48.281, 275.776, 286.25, 286.468, 283.863, 285.345, 286.256, 255.772, 256.691, 239.047, 3326.39, 15.475, 4.358, 0, 0, 0, 0, 0, 5876.09, 245, 3326.39, 4.35, 3326.39, 0, 
광양항세방태양광, 1, 2023-06-29 00:00:00, 0, 0, 0, 0, 0, 4.8, 67.2, 187.2, 355.2, 379.2, 304.8, 544.8, 105.6, 273.6, 172.8, 105.6, 45.6, 36, 9.6, 0, 0, 0, 0, 0, 2592, 108, 544.8, 4.8, 544.8, 0, 
두산엔진MG태양광, 1, 2023-06-29 00:00:00, 0, 0, 0, 0, 0, 0.3, 4.14, 8.22, 11.76, 20.94, 18.78, 15.54, 17.34, 7.38, 7.38, 10.08, 4.02, 0.42, 0.54, 0.12, 0, 0, 0, 0, 126.96, 5, 20.94, 0.12, 20.94, 0, 
삼천포태양광, 1, 2023-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 3.276, 4.896, 0, 0, 0, 0, 0.228, 2.256, 1.128, 0.048, 0, 0, 0, 0, 0, 0, 0, 11.832, 0, 4.89, 0.048, 4.896, 0, 
삼천포태양광, 2, 2023-06-29 00:00:00, 0, 0, 0, 0, 0, 2.976, 6.432, 71.52, 93.408, 0, 0, 0, 0, 17.664, 55.104, 36.288, 18.336, 3.936, 1.44, 0, 0, 0, 0, 0, 307.104, 13, 93.4, 1.44, 93.408, 0, 
삼천포태양광, 3, 2023-06-29 00:00:00, 0, 0, 0, 0, 0, 0.072, 0.36, 20.916, 29.664, 0, 0, 0, 0, 0.684, 14.22, 7.812, 0.54, 0.036, 0.036, 0, 0, 0, 0, 0, 74.34, 3, 29.66, 0.036, 29.664, 0, 
삼천포태양광, 4, 2023-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 67.297, 87.505, 87.881, 70.316, 90.71, 81.86, 35.104, 34.489, 10.943, 82.117, 304.423, 0, 0, 0, 0, 0, 0, 952.645, 40, 304.42, 10.94, 304.423, 0, 
구미태양광, 1, 2023-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 44.33, 113.463, 179.415, 154.756, 9.184, 0, 0, 0, 98.349, 69.712, 22.779, 76.004, 38.834, 0, 0, 0, 0, 0, 806.826, 34, 179.41, 9.184, 179.415, 0, 
삼천포태양광#6, 1, 2023-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 0.867, 56.777, 71.676, 67.055, 64.824, 70.425, 69.057, 36.762, 45.298, 22.839, 204.161, 1.451, 0, 0, 0, 0, 0, 0, 711.192, 30, 204.16, 0.86, 204.161, 0, 
영흥태양광#5, 1, 2023-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 45.8, 12.053, 137.4, 282.032, 274.8, 137.4, 122.937, 438.716, 139.811, 156.684, 45.8, 0, 0, 0, 0, 0, 1793.433, 75, 438.71, 12.053, 438.716, 0, 
영흥태양광 #3, 1, 2023-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 15.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4, 0, 0, 18, 1, 15.6, 2.4, 15.6, 0, 
영흥태양광 #3, 2, 2023-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25.44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25.44, 1, 25.44, 25.44, 25.44, 0, 
영흥태양광 #3, 3, 2023-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28.92, 63.72, 67.32, 29.88, 38.28, 145.44, 28.68, 17.88, 0, 0, 0, 0, 0, 0, 420.12, 18, 145.44, 17.88, 145.44, 0, 
영흥태양광, 1, 2023-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 6.259, 3.302, 30.49, 43.085, 69.542, 35.635, 20.506, 148.224, 22.694, 7.757, 1.69, 0, 0, 0, 0, 0, 389.184, 16, 148.22, 1.69, 148.224, 0, 
예천태양광, 1, 2023-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 30.24, 40.5, 85.14, 186.66, 48.06, 72.18, 41.4, 27.36, 28.62, 21.24, 1.8, 0, 0, 0, 0, 0, 0, 0, 583.2, 24, 186.66, 1.8, 186.66, 0, 
여수태양광, 1, 2023-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 179.53, 179.53, 7, 179.53, 179.53, 179.53, 0, 
영흥태양광, 2, 2023-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 1.928, 0, 33.747, 74.244, 77.137, 39.533, 35.676, 132.097, 31.819, 25.069, 5.785, 0, 0, 0, 0, 0, 457.035, 19, 132.09, 1.928, 132.097, 0, 
탑선태양광, 1, 2023-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2099, 2099, 87, 2099, 2099, 2099, 0, 
탑선태양광, 3, 2023-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1130, 1130, 47, 1130, 1130, 1130, 0, 
경상대태양광, 1, 2023-06-29 00:00:00, 0, 0, 0, 0, 0, 1.584, 36.36, 127.152, 189.288, 196.272, 199.584, 132.912, 78.12, 98.712, 82.008, 18.648, 5.04, 6.768, 19.656, 0, 0, 0, 0, 0, 1192.104, 50, 199.58, 1.584, 199.584, 0, 
영동태양광, 1, 2023-06-28 00:00:00, 0, 0, 0, 0, 0, 0, 1.344, 15.168, 16.896, 17.76, 18.72, 20.544, 26.016, 501.792, 748.032, 693.408, 627.936, 696.768, 691.68, 685.824, 681.12, 118.848, 0, 0, 5561.856, 232, 748.03, 1.34, 748.032, 0, 
삼천포태양광#5, 1, 2023-06-28 00:00:00, 0, 0, 0, 0, 0, 0, 21.432, 168.619, 188.037, 217.771, 297.751, 290.815, 275.998, 189.77, 196.635, 1227.447, 2512.318, 2528.711, 2532.346, 1284.921, 0, 0, 0, 0, 11932.571, 497, 2532.34, 21.432, 2532.346, 0, 
삼천포태양광#5, 2, 2023-06-28 00:00:00, 0, 0, 0, 0, 0, 0, 43.407, 269.434, 289.007, 362.378, 494.282, 479.396, 351.878, 285.851, 786.995, 2041.871, 4272.058, 4275.263, 4087.119, 2286.734, 0, 0, 0, 0, 20325.673, 847, 4275.26, 43.407, 4275.263, 0, 
광양항세방태양광, 1, 2023-06-28 00:00:00, 0, 0, 0, 0, 0, 0, 2.4, 45.6, 460.8, 1077.6, 612, 950.4, 895.2, 379.2, 554.4, 576, 468, 412.8, 180, 28.8, 0, 0, 0, 0, 6643.2, 277, 1077.6, 2.4, 1077.6, 0, 
두산엔진MG태양광, 1, 2023-06-28 00:00:00, 0, 0, 0, 0, 0, 0, 0.12, 4.56, 10.5, 14.58, 35.52, 34.32, 38.28, 19.5, 25.08, 26.28, 33.9, 17.22, 6, 1.02, 0, 0, 0, 0, 266.88, 11, 38.28, 0.12, 38.28, 0, 
삼천포태양광, 1, 2023-06-28 00:00:00, 0, 0, 0, 0, 0, 0, 0, 2.172, 4.224, 18.672, 29.952, 32.472, 29.592, 22.26, 14.592, 19.08, 10.368, 3.468, 0.66, 0, 0, 0, 0, 0, 187.512, 8, 32.47, 0.66, 32.472, 0, 
삼천포태양광, 2, 2023-06-28 00:00:00, 0, 0, 0, 0, 0, 0, 4.704, 55.488, 78.336, 298.272, 471.744, 484.896, 470.784, 322.176, 199.2, 282.816, 187.968, 88.32, 37.056, 1.44, 0, 0, 0, 0, 2983.2, 124, 484.89, 1.44, 484.896, 0, 
삼천포태양광, 3, 2023-06-28 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14.22, 158.292, 171.144, 159.408, 106.884, 67.212, 100.764, 62.856, 24.804, 8.28, 0, 0, 0, 0, 0, 873.864, 36, 171.14, 8.28, 171.144, 0, 
삼천포태양광, 4, 2023-06-28 00:00:00, 0, 0, 0, 0, 0, 0, 0.135, 51.464, 83.736, 95.908, 96.511, 97.833, 99.393, 94.811, 100.772, 414.843, 1183.223, 1187.899, 436.809, 0, 0, 0, 0, 0, 3943.337, 164, 1187.89, 0.135, 1187.899, 0, 
구미태양광, 1, 2023-06-28 00:00:00, 0, 0, 0, 0, 0, 0, 0.072, 74.919, 296.061, 415.382, 379.658, 332.002, 391.59, 540.488, 342.705, 345.453, 278.85, 127.131, 33.916, 0.145, 0, 0, 0, 0, 3558.372, 148, 540.48, 0.072, 540.488, 0, 
삼천포태양광#6, 1, 2023-06-28 00:00:00, 0, 0, 0, 0, 0, 0, 2.17, 44.162, 58.804, 80.503, 78.52, 76.676, 75.995, 76.592, 78.381, 280.358, 581.192, 627.255, 627.262, 17.497, 0, 0, 0, 0, 2705.367, 113, 627.26, 2.17, 627.262, 0, 
영흥태양광#5, 1, 2023-06-28 00:00:00, 0, 0, 0, 0, 0, 0, 94.011, 578.526, 877.432, 1017.242, 764.137, 296.495, 1901.905, 1441.495, 1157.053, 631.558, 127.758, 55.442, 31.337, 0, 0, 0, 0, 0, 8974.391, 374, 1901.9, 31.337, 1901.905, 0, 
영흥태양광 #3, 1, 2023-06-28 00:00:00, 0, 0, 0, 0, 0, 0, 7.68, 80.4, 84.48, 61.68, 118.56, 72.24, 40.32, 102.96, 89.76, 479.52, 2105.76, 2256.72, 767.04, 0, 0, 0, 0, 0, 6267.12, 261, 2256.72, 7.68, 2256.72, 0, 
영흥태양광 #3, 2, 2023-06-28 00:00:00, 0, 0, 0, 0, 0, 0, 0, 38.976, 37.824, 25.152, 64.224, 36.864, 3.936, 60.288, 85.632, 206.304, 681.984, 745.632, 631.008, 0, 0, 0, 0, 0, 2617.824, 109, 745.63, 3.936, 745.632, 0, 
