발전구분, 호기, 일자, 1시 발전량(KWh), 2시 발전량(KWh),3시 발전량(KWh),4시 발전량(KWh),5시 발전량(KWh),6시 발전량(KWh),7시 발전량(KWh),8시 발전량(KWh),9시 발전량(KWh),10시 발전량(KWh),11시 발전량(KWh),12시 발전량(KWh),13시 발전량(KWh),14시 발전량(KWh),15시 발전량(KWh),16시 발전량(KWh),17시 발전량(KWh),18시 발전량(KWh),19시 발전량(KWh),20시 발전량(KWh),21시 발전량(KWh),22시 발전량(KWh),23시 발전량(KWh),24시 발전량(KWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
영동태양광, 1, 2024-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 12.384, 14.016, 14.496, 14.88, 17.76, 14.784, 13.632, 15.36, 25.824, 132.192, 685.824, 664.896, 71.904, 0.192, 0, 0, 0, 1698.144, 71, 685.82, 0.192, 685.824, 0, 
삼천포태양광#5, 1, 2024-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 5.526, 41.527, 91.279, 51.378, 186.076, 162.305, 151.066, 103.638, 153.184, 427.748, 412.923, 65.446, 0, 0, 0, 0, 0, 0, 1852.096, 77, 427.74, 5.526, 427.748, 0, 
삼천포태양광#5, 2, 2024-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 22.104, 119.439, 208.701, 114.041, 285.816, 276.671, 280.278, 223.832, 294.584, 1054.364, 1589.019, 173.076, 1.446, 0, 0, 0, 0, 0, 4643.371, 193, 1589.01, 1.44, 1589.019, 0, 
광양항세방태양광, 1, 2024-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 2.4, 4.8, 24, 64.8, 434.4, 794.4, 564, 494.4, 441.6, 360, 148.8, 86.4, 19.2, 0, 0, 0, 0, 0, 3439.2, 143, 794.4, 2.4, 794.4, 0, 
두산엔진MG태양광, 1, 2024-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0.06, 2.52, 5.04, 4.92, 9, 13.44, 10.02, 7.62, 7.62, 3.78, 2.4, 4.02, 1.44, 0.24, 0, 0, 0, 0, 72.12, 3, 13.44, 0.06, 13.44, 0, 
삼천포태양광, 1, 2024-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0.024, 0.612, 1.512, 0.792, 9.528, 8.436, 4.5, 2.88, 3.828, 6.36, 1.752, 0.684, 0, 0, 0, 0, 0, 0, 40.908, 2, 9.52, 0.02, 9.528, 0, 
삼천포태양광, 2, 2024-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 6.624, 29.76, 48.576, 31.104, 167.136, 146.016, 82.752, 54.048, 72.576, 122.784, 53.472, 32.64, 1.728, 0, 0, 0, 0, 0, 849.216, 35, 167.13, 1.728, 167.136, 0, 
삼천포태양광, 3, 2024-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 1.044, 6.192, 11.988, 7.236, 52.74, 46.476, 25.632, 18.396, 21.024, 35.1, 12.312, 7.452, 0.072, 0, 0, 0, 0, 0, 245.664, 10, 52.74, 0.072, 52.74, 0, 
삼천포태양광, 4, 2024-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0.875, 9.893, 29.856, 17.002, 80.417, 68.354, 55.183, 42.527, 65.829, 246.06, 91.8, 21.42, 0, 0, 0, 0, 0, 0, 729.216, 30, 246.06, 0.875, 246.06, 0, 
구미태양광, 1, 2024-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 8.606, 0.217, 9.112, 55.177, 164.735, 193.011, 218.9, 43.606, 50.259, 292.228, 91.263, 48.669, 40.425, 5.279, 0, 0, 0, 0, 1221.487, 51, 292.22, 0.217, 292.228, 0, 
삼천포태양광#6, 1, 2024-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0.502, 5.932, 19.772, 8.315, 72.931, 64.374, 48.666, 34.436, 36.659, 77.378, 154.033, 10.124, 0, 0, 0, 0, 0, 0, 533.122, 22, 154.03, 0.502, 154.033, 0, 
영흥태양광#5, 1, 2024-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 19.284, 62.674, 474.874, 925.642, 1687.368, 2367.137, 2326.158, 2422.579, 1480.063, 1135.358, 959.389, 674.947, 216.947, 48.211, 0, 0, 0, 0, 14800.631, 617, 2422.57, 19.284, 2422.579, 0, 
영흥태양광 #3, 1, 2024-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 12.72, 79.92, 85.92, 78.72, 74.64, 74.64, 76.32, 80.4, 662.64, 2278.32, 2288.16, 1944.72, 0, 0, 0, 0, 0, 7737.12, 322, 2288.16, 12.72, 2288.16, 0, 
영흥태양광 #3, 2, 2024-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 38.592, 43.2, 39.744, 37.344, 37.44, 37.44, 40.512, 220.32, 853.248, 861.408, 136.32, 0, 0, 0, 0, 0, 2345.568, 98, 861.4, 37.34, 861.408, 0, 
영흥태양광 #3, 3, 2024-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 11.4, 45.36, 39.84, 35.64, 34.44, 330.84, 866.76, 684.48, 459.36, 1015.68, 984.72, 784.56, 3.48, 0, 0, 0, 0, 5296.56, 221, 1015.68, 3.48, 1015.68, 0, 
영흥태양광, 1, 2024-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 1.805, 12.134, 124.301, 314.534, 460.109, 589.747, 589.018, 609.869, 491.29, 256.128, 255.245, 171.725, 48.538, 5.914, 0, 0, 0, 0, 3930.357, 164, 609.86, 1.805, 609.869, 0, 
예천태양광, 1, 2024-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 1.08, 1.08, 39.42, 61.56, 107.1, 355.5, 709.92, 477.18, 227.7, 674.82, 390.6, 95.94, 27, 0, 0, 0, 0, 3168.9, 132, 709.92, 1.08, 709.92, 0, 
영흥태양광, 2, 2024-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 1.928, 84.851, 167.773, 322.046, 416.539, 407.861, 424.253, 264.194, 215.019, 176.451, 126.312, 37.604, 5.785, 0, 0, 0, 0, 2650.616, 110, 424.25, 1.928, 424.253, 0, 
탑선태양광, 1, 2024-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1971.4, 1971.4, 82, 1971.4, 1971.4, 1971.4, 0, 
탑선태양광, 3, 2024-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1028.2, 1028.2, 43, 1028.2, 1028.2, 1028.2, 0, 
경상대태양광, 1, 2024-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 23.328, 46.944, 21.168, 162.504, 280.872, 303.696, 257.328, 143.496, 164.88, 134.568, 50.76, 11.376, 0, 0, 0, 0, 0, 1600.92, 67, 303.69, 11.376, 303.696, 0, 
고흥만 수상태양광, 1, 2024-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 62.664, 572.544, 499.716, 4897.536, 6655.656, 5449.248, 14410.032, 15915.564, 11050.452, 7825.944, 2374.596, 1845.06, 3.864, 4.788, 0, 0, 0, 0, 71567.664, 2982, 15915.56, 3.864, 15915.564, 0, 
영동태양광, 1, 2024-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 4.032, 14.88, 14.4, 15.456, 15.072, 15.264, 15.072, 373.536, 724.128, 746.88, 528.96, 689.76, 684.48, 679.2, 649.728, 58.176, 0, 0, 5229.024, 218, 746.88, 4.032, 746.88, 0, 
