발전구분, 호기, 일자, 1시 발전량(KWh), 2시 발전량(KWh),3시 발전량(KWh),4시 발전량(KWh),5시 발전량(KWh),6시 발전량(KWh),7시 발전량(KWh),8시 발전량(KWh),9시 발전량(KWh),10시 발전량(KWh),11시 발전량(KWh),12시 발전량(KWh),13시 발전량(KWh),14시 발전량(KWh),15시 발전량(KWh),16시 발전량(KWh),17시 발전량(KWh),18시 발전량(KWh),19시 발전량(KWh),20시 발전량(KWh),21시 발전량(KWh),22시 발전량(KWh),23시 발전량(KWh),24시 발전량(KWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
영동태양광, 1, 2022-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 17.472, 91.488, 225.408, 384.096, 142.176, 40.704, 45.312, 48.192, 415.2, 491.904, 431.616, 97.536, 258.336, 290.784, 507.36, 589.248, 572.064, 62.4, 4711.296, 196, 589.24, 17.47, 589.248, 0, 
삼천포태양광#5, 1, 2022-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 140.775, 689.367, 1310.605, 1776.65, 271.653, 319.362, 259.834, 243.496, 522.573, 1169.077, 883.331, 391.821, 2534.139, 2511.767, 2506.82, 685.807, 0, 0, 16217.077, 676, 2534.13, 140.77, 2534.139, 0, 
삼천포태양광#5, 2, 2022-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 239.318, 1150.148, 2243.971, 3074.387, 425.59, 425.816, 388.019, 403.367, 1617.662, 3075.154, 1564.159, 686.895, 3980.499, 3802.884, 3794.749, 769.129, 0, 0, 27641.747, 1152, 3980.49, 239.31, 3980.499, 0, 
광양항세방태양광, 1, 2022-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 93.6, 328.8, 948, 756, 1166.4, 1300.8, 1742.4, 1651.2, 974.4, 813.6, 513.6, 583.2, 120, 0, 0, 0, 0, 0, 10992, 458, 1742.4, 93.6, 1742.4, 0, 
두산엔진MG태양광, 1, 2022-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 2.16, 8.76, 14.52, 28.26, 34.92, 25.02, 27.24, 25.86, 36.48, 39.78, 21.42, 9.18, 2.46, 0, 0, 0, 0, 0, 276.06, 12, 39.78, 2.16, 39.78, 0, 
삼천포태양광, 1, 2022-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 0.888, 8.328, 19.152, 28.296, 32.928, 30.876, 25.572, 30.756, 47.412, 32.976, 14.916, 5.412, 0.516, 0, 0, 0, 0, 0, 278.028, 12, 47.41, 0.516, 47.412, 0, 
삼천포태양광, 2, 2022-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 30.912, 150.72, 277.152, 364.896, 401.952, 360.576, 319.008, 408.288, 547.68, 382.752, 190.272, 85.152, 16.704, 0, 0, 0, 0, 0, 3536.064, 147, 547.68, 16.704, 547.68, 0, 
삼천포태양광, 3, 2022-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 7.02, 53.136, 96.516, 149.94, 155.772, 155.016, 111.888, 149.724, 234.144, 152.064, 68.868, 29.628, 4.968, 0, 0, 0, 0, 0, 1368.684, 57, 234.14, 4.968, 234.144, 0, 
삼천포태양광, 4, 2022-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 25.229, 219.742, 493.965, 607.424, 95.678, 114.226, 96.926, 110.013, 113.518, 128.529, 310.944, 199.57, 1188.216, 1174.59, 841.735, 0, 0, 0, 5720.305, 238, 1188.21, 25.22, 1188.216, 0, 
구미태양광, 1, 2022-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 3.905, 121.852, 283.333, 401.497, 486.468, 450.961, 506.138, 571.078, 336.485, 252.021, 202.195, 115.633, 15.548, 0, 0, 0, 0, 0, 3747.114, 156, 571.07, 3.905, 571.078, 0, 
삼천포태양광#6, 1, 2022-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 11.262, 68.576, 126.315, 184.323, 88.966, 88.172, 87.997, 93.709, 91.359, 89.712, 97.062, 42.81, 6.498, 555.383, 205.688, 0, 0, 0, 1837.832, 77, 555.38, 6.49, 555.383, 0, 
영흥태양광#5, 1, 2022-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 77.137, 351.937, 691.821, 1118.484, 1754.863, 2330.979, 2420.168, 2080.284, 1612.642, 802.705, 597.811, 323.011, 96.421, 0, 0, 0, 0, 0, 14258.263, 594, 2420.16, 77.137, 2420.168, 0, 
영흥태양광 #3, 1, 2022-04-30 00:00:00, 1682.4, 0, 0, 0, 0, 0, 68.16, 371.28, 775.68, 1185.84, 84.48, 66, 286.56, 2300.88, 1977.36, 957.6, 675.36, 378, 112.56, 0, 0, 0, 2126.4, 2217.6, 15266.16, 636, 2300.88, 66, 2300.88, 0, 
영흥태양광 #3, 2, 2022-04-30 00:00:00, 728.64, 0, 0, 0, 0, 0, 18.912, 126.336, 269.76, 443.616, 44.064, 27.648, 126.432, 847.008, 762.624, 372.48, 243.744, 132.864, 40.416, 0, 0, 0, 684.48, 742.08, 5611.104, 234, 847, 18.912, 847.008, 0, 
영흥태양광 #3, 3, 2022-04-30 00:00:00, 564, 0, 0, 0, 0, 0, 32.4, 179.88, 393, 614.4, 120.96, 159.72, 869.4, 1126.2, 915.12, 452.88, 330, 181.8, 54, 0, 0, 0, 697.2, 740.4, 7431.36, 310, 1126.2, 32.4, 1126.2, 0, 
영흥태양광, 1, 2022-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 10.79, 67.354, 151.104, 255.821, 370.906, 453.773, 537.062, 522.586, 386.112, 189.12, 145.19, 83.443, 23.654, 0, 0, 0, 0, 0, 3196.915, 133, 537.06, 10.79, 537.062, 0, 
예천태양광, 1, 2022-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 27.18, 131.22, 302.22, 431.28, 553.86, 698.04, 1039.86, 1296.54, 858.42, 1141.56, 712.44, 405.72, 71.82, 0, 0, 0, 0, 0, 7670.16, 320, 1296.54, 27.18, 1296.54, 0, 
여수태양광, 1, 2022-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 730.17, 730.17, 30, 730.17, 730.17, 730.17, 0, 
영흥태양광, 2, 2022-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 20.248, 105.099, 220.804, 341.331, 511.996, 689.411, 707.731, 632.522, 556.349, 274.8, 191.878, 108.956, 33.747, 0, 0, 0, 0, 0, 4394.872, 183, 707.73, 20.248, 707.731, 0, 
탑선태양광, 1, 2022-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2388, 2388, 100, 2388, 2388, 2388, 0, 
탑선태양광, 3, 2022-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1398.6, 1398.6, 58, 1398.6, 1398.6, 1398.6, 0, 
경상대태양광, 1, 2022-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 30.96, 134.64, 295.2, 382.32, 507.6, 522.72, 443.52, 394.56, 348.48, 295.2, 166.32, 85.68, 31.68, 0, 0, 0, 0, 0, 3638.88, 152, 522.72, 30.96, 522.72, 0, 
영동태양광, 1, 2022-04-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 4.32, 10.848, 57.024, 55.776, 41.088, 41.472, 41.376, 45.216, 41.76, 33.888, 16.032, 277.728, 290.784, 356.256, 0, 0, 0, 1313.568, 55, 356.25, 4.32, 356.256, 0, 
삼천포태양광#5, 1, 2022-04-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 68.402, 160.694, 407.556, 369.65, 251.517, 862.216, 580.347, 507.993, 655.677, 1593.126, 678.533, 2528.153, 2512.93, 2505.009, 659.995, 0, 0, 14341.798, 598, 2528.15, 68.4, 2528.153, 0, 
삼천포태양광#5, 2, 2022-04-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 116.077, 278.081, 656.816, 511.466, 371.611, 1576.485, 932.176, 1057.405, 2849.722, 2783.556, 1209.455, 3995.106, 3808.772, 3797.418, 807.373, 0, 0, 24751.519, 1031, 3995.1, 116.07, 3995.106, 0, 
