발전구분, 호기, 일자, 1시 발전량(KWh), 2시 발전량(KWh),3시 발전량(KWh),4시 발전량(KWh),5시 발전량(KWh),6시 발전량(KWh),7시 발전량(KWh),8시 발전량(KWh),9시 발전량(KWh),10시 발전량(KWh),11시 발전량(KWh),12시 발전량(KWh),13시 발전량(KWh),14시 발전량(KWh),15시 발전량(KWh),16시 발전량(KWh),17시 발전량(KWh),18시 발전량(KWh),19시 발전량(KWh),20시 발전량(KWh),21시 발전량(KWh),22시 발전량(KWh),23시 발전량(KWh),24시 발전량(KWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
영동태양광, 1, 2025-07-31 00:00:00, 0, 0, 0, 0, 0, 0, 7.104, 15.552, 14.496, 14.976, 14.496, 14.592, 14.784, 90.336, 512.544, 487.968, 619.392, 682.464, 679.776, 669.984, 12.576, 0, 0, 0, 3851.04, 160, 682.46, 7.104, 682.464, 0, 
삼천포태양광#5, 1, 2025-07-31 00:00:00, 0, 0, 0, 0, 0, 0, 99.54, 192.31, 192.431, 191.773, 206.077, 339.187, 1914.952, 2817.986, 2620.033, 2158.771, 2527.009, 2529.34, 2535.035, 2442.183, 0, 0, 0, 0, 20766.627, 865, 2817.98, 99.54, 2817.986, 0, 
삼천포태양광#5, 2, 2025-07-31 00:00:00, 0, 0, 0, 0, 0, 0, 166.881, 286.418, 287.001, 286.071, 430.503, 879.83, 4521.951, 4687.666, 4352.777, 3605.446, 4291.983, 4297.682, 3974.014, 3004.465, 0, 0, 0, 0, 35072.688, 1461, 4687.66, 166.88, 4687.666, 0, 
광양항세방태양광, 1, 2025-07-31 00:00:00, 0, 0, 0, 0, 0, 0, 112.8, 242.4, 792, 1303.2, 1147.2, 1572, 1814.4, 1812, 1680, 1495.2, 1185.6, 698.4, 206.4, 9.6, 0, 0, 0, 0, 14071.2, 586, 1814.4, 9.6, 1814.4, 0, 
두산엔진MG태양광, 1, 2025-07-31 00:00:00, 0, 0, 0, 0, 0, 0.24, 3.24, 4.56, 11.58, 22.08, 37.98, 40.86, 44.22, 55.74, 51.12, 43.68, 47.34, 35.76, 14.16, 0.36, 0, 0, 0, 0, 412.92, 17, 55.74, 0.24, 55.74, 0, 
삼천포태양광, 1, 2025-07-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.252, 3.72, 7.8, 11.94, 15.468, 16.392, 16.98, 16.464, 13.836, 9.66, 3.9, 0.12, 0, 0, 0, 0, 0, 116.532, 5, 16.98, 0.12, 16.98, 0, 
삼천포태양광, 2, 2025-07-31 00:00:00, 0, 0, 0, 0, 0, 0.384, 29.184, 128.832, 252, 428.832, 493.344, 535.776, 582.144, 578.112, 528, 425.088, 285.024, 133.728, 31.296, 1.056, 0, 0, 0, 0, 4432.8, 185, 582.14, 0.384, 582.144, 0, 
삼천포태양광, 3, 2025-07-31 00:00:00, 0, 0, 0, 0, 0, 0, 9.18, 48.276, 97.2, 164.232, 191.916, 205.74, 220.104, 218.232, 201.06, 163.476, 109.656, 46.98, 3.456, 0, 0, 0, 0, 0, 1679.508, 70, 220.1, 3.456, 220.104, 0, 
삼천포태양광, 4, 2025-07-31 00:00:00, 0, 0, 0, 0, 0, 0, 27.708, 94.886, 95.117, 94.96, 94.569, 93.125, 565.805, 1156.847, 1079.671, 874.981, 1190.728, 1192.482, 1178.507, 714.208, 0, 0, 0, 0, 8453.594, 352, 1192.48, 27.708, 1192.482, 0, 
구미태양광, 1, 2025-07-31 00:00:00, 0, 0, 0, 0, 0, 0, 8.027, 59.371, 101.025, 274.8, 379.73, 375.391, 471.065, 335.907, 283.839, 247.392, 277.259, 178.62, 34.133, 5.134, 0, 0, 0, 0, 3031.693, 126, 471.06, 5.134, 471.065, 0, 
삼천포태양광#6, 1, 2025-07-31 00:00:00, 0, 0, 0, 0, 0, 0, 23.559, 76.378, 71.523, 68.005, 64.441, 54.035, 70.261, 677.294, 654.287, 561.73, 586.896, 615.864, 618.196, 646.336, 74.704, 0, 0, 0, 4863.509, 203, 677.29, 23.559, 677.294, 0, 
영흥태양광#5, 1, 2025-07-31 00:00:00, 0, 0, 0, 0, 0, 0, 50.621, 262.747, 662.895, 923.232, 1675.316, 1200.442, 2171.884, 1868.158, 1494.526, 1270.347, 1118.484, 614.684, 134.989, 0, 0, 0, 0, 0, 13448.325, 560, 2171.88, 50.62, 2171.884, 0, 
영흥태양광 #3, 1, 2025-07-31 00:00:00, 0, 0, 0, 0, 0, 0, 33.36, 169.68, 428.16, 598.8, 1059.84, 804.72, 1307.28, 1237.2, 918.24, 824.4, 760.32, 340.08, 87.84, 0, 0, 0, 0, 0, 8569.92, 357, 1307.28, 33.36, 1307.28, 0, 
영흥태양광 #3, 2, 2025-07-31 00:00:00, 0, 0, 0, 0, 0, 0, 6.72, 70.752, 186.528, 265.44, 479.616, 344.736, 616.224, 549.888, 435.168, 372.864, 325.44, 176.64, 34.368, 0, 0, 0, 0, 0, 3864.384, 161, 616.22, 6.72, 616.224, 0, 
영흥태양광 #3, 3, 2025-07-31 00:00:00, 0, 0, 0, 0, 0, 0, 15.84, 85.56, 224.76, 312.24, 582.6, 443.52, 664.08, 740.64, 496.68, 489.6, 432.36, 176.76, 42.84, 0, 0, 0, 0, 0, 4707.48, 196, 740.64, 15.84, 740.64, 0, 
영흥태양광, 1, 2025-07-31 00:00:00, 0, 0, 0, 0, 0, 0, 0.883, 46.579, 168.077, 235.046, 467.75, 363.11, 453.082, 578.765, 311.846, 345.869, 335.386, 130.944, 29.683, 0, 0, 0, 0, 0, 3467.02, 144, 578.76, 0.883, 578.765, 0, 
예천태양광, 1, 2025-07-31 00:00:00, 0, 0, 0, 0, 0, 0, 60.66, 170.82, 307.98, 603.72, 879.84, 1218.06, 1053.9, 1263.06, 908.64, 707.4, 680.94, 315.36, 61.38, 1.44, 0, 0, 0, 0, 8233.2, 343, 1263.06, 1.44, 1263.06, 0, 
여수태양광, 1, 2025-07-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 675.4, 675.4, 28, 675.4, 675.4, 675.4, 0, 
영흥태양광, 2, 2025-07-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 11.571, 142.703, 220.804, 400.147, 305.655, 506.211, 486.926, 343.259, 297.941, 282.514, 129.204, 28.926, 0, 0, 0, 0, 0, 3155.861, 131, 506.21, 11.57, 506.211, 0, 
탑선태양광, 1, 2025-07-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1369.2, 1369.2, 57, 1369.2, 1369.2, 1369.2, 0, 
탑선태양광, 3, 2025-07-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 757.2, 757.2, 32, 757.2, 757.2, 757.2, 0, 
경상대태양광, 1, 2025-07-31 00:00:00, 0, 0, 0, 0, 0, 0, 16.56, 78.48, 242.856, 397.008, 487.584, 534.672, 553.608, 539.136, 520.2, 459.576, 350.856, 203.76, 49.752, 0.216, 0, 0, 0, 0, 4434.264, 185, 553.6, 0.216, 553.608, 0, 
