발전구분, 호기, 일자, 1시 발전량(KWh), 2시 발전량(KWh),3시 발전량(KWh),4시 발전량(KWh),5시 발전량(KWh),6시 발전량(KWh),7시 발전량(KWh),8시 발전량(KWh),9시 발전량(KWh),10시 발전량(KWh),11시 발전량(KWh),12시 발전량(KWh),13시 발전량(KWh),14시 발전량(KWh),15시 발전량(KWh),16시 발전량(KWh),17시 발전량(KWh),18시 발전량(KWh),19시 발전량(KWh),20시 발전량(KWh),21시 발전량(KWh),22시 발전량(KWh),23시 발전량(KWh),24시 발전량(KWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
영동태양광, 1, 2024-11-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 3.552, 20.928, 20.928, 21.312, 22.848, 246.624, 504.864, 537.504, 365.472, 686.016, 685.44, 686.784, 119.712, 0, 0, 0, 3921.984, 163, 686.78, 3.55, 686.784, 0, 
삼천포태양광#5, 1, 2024-11-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 9.619, 489.458, 1969.033, 2588.217, 2879.514, 2756.941, 2697.738, 1789.833, 1099.053, 296.634, 0.709, 0, 0, 0, 0, 0, 0, 16576.749, 691, 2879.51, 0.7, 2879.514, 0, 
삼천포태양광#5, 2, 2024-11-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 10.546, 196.462, 293.934, 296.983, 402.945, 1259.951, 4019.086, 2666.496, 1864.045, 4202.378, 3764.108, 3733.325, 802.872, 0, 0, 0, 0, 23513.131, 980, 4202.37, 10.54, 4202.378, 0, 
광양항세방태양광, 1, 2024-11-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 7.2, 199.2, 638.4, 967.2, 1161.6, 1048.8, 1118.4, 1087.2, 612, 266.4, 7.2, 0, 0, 0, 0, 0, 0, 7113.6, 296, 1161.6, 7.2, 1161.6, 0, 
두산엔진MG태양광, 1, 2024-11-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.72, 2.52, 10.62, 25.02, 32.16, 20.88, 21.84, 21.24, 21.36, 12.42, 0.18, 0, 0, 0, 0, 0, 0, 168.96, 7, 32.16, 0.18, 32.16, 0, 
삼천포태양광, 1, 2024-11-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.816, 13.152, 26.496, 36.768, 42.852, 44.124, 41.988, 29.748, 24.264, 7.656, 0, 0, 0, 0, 0, 0, 0, 267.864, 11, 44.12, 0.81, 44.124, 0, 
삼천포태양광, 2, 2024-11-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 4.8, 97.248, 425.952, 605.088, 677.952, 686.016, 640.032, 433.344, 314.304, 105.408, 1.344, 0, 0, 0, 0, 0, 0, 3991.488, 166, 686.01, 1.34, 686.016, 0, 
삼천포태양광, 3, 2024-11-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.504, 11.124, 76.032, 212.544, 232.884, 232.416, 217.404, 113.976, 56.412, 18.72, 0.072, 0, 0, 0, 0, 0, 0, 1172.088, 49, 232.88, 0.07, 232.884, 0, 
삼천포태양광, 4, 2024-11-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 1.064, 36.121, 97.396, 98.895, 99.116, 285.757, 1163.712, 854.786, 605.194, 1202.992, 1161.554, 1125.189, 0, 0, 0, 0, 0, 6731.776, 280, 1202.99, 1.06, 1202.992, 0, 
구미태양광, 1, 2024-11-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.362, 114.837, 380.887, 546.057, 618.3, 646.069, 598.702, 265.833, 187.876, 138.919, 1.736, 0, 0, 0, 0, 0, 0, 3499.578, 146, 646.06, 0.362, 646.069, 0, 
삼천포태양광#6, 1, 2024-11-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 1.283, 66.831, 87.342, 87.112, 85.329, 296.07, 567.68, 411.077, 217.196, 532.42, 624.908, 70.325, 0, 0, 0, 0, 0, 3047.573, 127, 624.9, 1.28, 624.908, 0, 
영흥태양광#5, 1, 2024-11-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 12.053, 178.379, 163.916, 161.505, 207.305, 151.863, 308.547, 740.032, 966.621, 236.232, 0, 0, 0, 0, 0, 0, 0, 3126.453, 130, 966.62, 12.053, 966.621, 0, 
영흥태양광 #3, 1, 2024-11-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 81.12, 91.44, 83.52, 89.28, 80.64, 99.12, 99.84, 497.28, 875.76, 0, 0, 0, 0, 0, 0, 0, 1998, 83, 875.76, 80.64, 875.76, 0, 
영흥태양광 #3, 2, 2024-11-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 31.392, 37.92, 30.816, 37.152, 34.272, 49.728, 46.752, 322.848, 426.528, 0, 0, 0, 0, 0, 0, 0, 1017.408, 42, 426.52, 30.81, 426.528, 0, 
영흥태양광 #3, 3, 2024-11-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 33.36, 37.8, 32.64, 38.4, 32.64, 48.72, 47.16, 333.6, 382.8, 0, 0, 0, 0, 0, 0, 0, 987.12, 41, 382.8, 32.64, 382.8, 0, 
영흥태양광, 1, 2024-11-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 25.459, 26.842, 20.582, 42.47, 31.066, 49.114, 170.726, 150.413, 46.08, 0, 0, 0, 0, 0, 0, 0, 562.752, 23, 170.72, 20.582, 170.726, 0, 
예천태양광, 1, 2024-11-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 7.56, 512.28, 1036.62, 1299.78, 1448.64, 643.32, 89.82, 59.76, 41.58, 82.98, 0, 0, 0, 0, 0, 0, 0, 5222.34, 218, 1448.64, 7.56, 1448.64, 0, 
여수태양광, 1, 2024-11-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 600.6, 600.6, 25, 600.6, 600.6, 600.6, 0, 
영흥태양광, 2, 2024-11-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 1.928, 40.497, 32.783, 31.819, 46.282, 30.855, 63.638, 152.345, 171.629, 38.568, 0, 0, 0, 0, 0, 0, 0, 610.344, 25, 171.62, 1.928, 171.629, 0, 
탑선태양광, 1, 2024-11-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 836.2, 836.2, 35, 836.2, 836.2, 836.2, 0, 
탑선태양광, 3, 2024-11-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 507.4, 507.4, 21, 507.4, 507.4, 507.4, 0, 
경상대태양광, 1, 2024-11-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 5.544, 133.416, 312.48, 438.408, 506.304, 529.416, 530.136, 226.512, 186.84, 50.4, 0.432, 0, 0, 0, 0, 0, 0, 2919.888, 122, 530.13, 0.432, 530.136, 0, 
