발전구분, 호기, 일자, 1시 발전량(KWh), 2시 발전량(KWh),3시 발전량(KWh),4시 발전량(KWh),5시 발전량(KWh),6시 발전량(KWh),7시 발전량(KWh),8시 발전량(KWh),9시 발전량(KWh),10시 발전량(KWh),11시 발전량(KWh),12시 발전량(KWh),13시 발전량(KWh),14시 발전량(KWh),15시 발전량(KWh),16시 발전량(KWh),17시 발전량(KWh),18시 발전량(KWh),19시 발전량(KWh),20시 발전량(KWh),21시 발전량(KWh),22시 발전량(KWh),23시 발전량(KWh),24시 발전량(KWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
영동태양광, 1, 2024-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18.048, 20.832, 21.6, 19.2, 24, 588, 521.28, 382.464, 532.608, 689.184, 688.704, 371.616, 0, 0, 0, 3877.536, 162, 689.18, 18.048, 689.184, 0, 
삼천포태양광#5, 1, 2024-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 147.039, 202.597, 257.824, 277.18, 475.78, 2165.911, 2432.55, 1500.307, 2534.265, 2504.288, 2485.432, 1049.059, 0, 0, 0, 0, 16032.232, 668, 2534.26, 147.039, 2534.265, 0, 
삼천포태양광#5, 2, 2024-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 224.182, 287.836, 364.694, 909.268, 1232.975, 4684.293, 4182.407, 2669.257, 4245.201, 3814.285, 3773.924, 1069.086, 0, 0, 0, 0, 27457.408, 1144, 4684.29, 224.182, 4684.293, 0, 
광양항세방태양광, 1, 2024-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 148.8, 528, 950.4, 1257.6, 1351.2, 1320, 1125.6, 703.2, 312, 21.6, 0, 0, 0, 0, 0, 0, 7718.4, 322, 1351.2, 21.6, 1351.2, 0, 
두산엔진MG태양광, 1, 2024-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.24, 2.64, 7.38, 19.62, 32.16, 41.16, 45.36, 28.26, 33.12, 19.08, 0.36, 0, 0, 0, 0, 0, 0, 229.38, 10, 45.36, 0.24, 45.36, 0, 
삼천포태양광, 1, 2024-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 6.024, 20.628, 32.988, 41.004, 44.364, 42.948, 37.704, 27.6, 11.628, 0.192, 0, 0, 0, 0, 0, 0, 265.08, 11, 44.36, 0.192, 44.364, 0, 
삼천포태양광, 2, 2024-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.864, 41.664, 262.752, 533.376, 649.248, 692.736, 659.904, 563.52, 384.672, 155.616, 3.36, 0, 0, 0, 0, 0, 0, 3947.712, 164, 692.73, 0.864, 692.736, 0, 
삼천포태양광, 3, 2024-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 11.268, 31.176, 147.6, 224.676, 236.448, 225.936, 138.384, 55.836, 24.876, 0.252, 0, 0, 0, 0, 0, 0, 1096.452, 46, 236.44, 0.252, 236.448, 0, 
삼천포태양광, 4, 2024-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 41.691, 93.568, 92.937, 94.349, 94.673, 881.997, 1064.36, 793.899, 1192.414, 1175.346, 1163.176, 19.151, 0, 0, 0, 0, 6707.561, 279, 1192.41, 19.151, 1192.414, 0, 
구미태양광, 1, 2024-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 39.918, 295.482, 523.928, 634.282, 674.706, 665.811, 592.339, 449.804, 183.61, 3.471, 0, 0, 0, 0, 0, 0, 4063.351, 169, 674.7, 3.471, 674.706, 0, 
삼천포태양광#6, 1, 2024-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 37.719, 86.487, 82.825, 82.578, 84.221, 540.175, 476.97, 283.01, 535.08, 631.177, 34.821, 0, 0, 0, 0, 0, 2875.063, 120, 631.17, 34.821, 631.177, 0, 
영흥태양광#5, 1, 2024-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 188.021, 1140.179, 2082.695, 2499.716, 2675.684, 2593.726, 2265.895, 1496.937, 347.116, 9.642, 0, 0, 0, 0, 0, 0, 15299.611, 637, 2675.68, 9.642, 2675.684, 0, 
영흥태양광 #3, 1, 2024-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 69.6, 90.48, 87.84, 85.44, 82.32, 235.2, 1428, 803.28, 2292.72, 2303.28, 1687.2, 0, 0, 0, 0, 0, 9165.36, 382, 2303.28, 69.6, 2303.28, 0, 
영흥태양광 #3, 2, 2024-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 35.616, 42.624, 35.328, 33.312, 367.104, 822.048, 728.832, 499.392, 846.048, 892.128, 509.76, 0, 0, 0, 0, 0, 4812.192, 201, 892.12, 33.312, 892.128, 0, 
영흥태양광 #3, 3, 2024-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 32.16, 53.4, 44.28, 40.56, 564.48, 883.44, 769.8, 544.92, 989.52, 993.24, 225.6, 0, 0, 0, 0, 0, 5141.4, 214, 993.24, 32.16, 993.24, 0, 
영흥태양광, 1, 2024-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
예천태양광, 1, 2024-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.36, 253.08, 966.96, 1321.74, 1503, 1532.16, 1443.06, 1222.92, 855.36, 224.28, 0, 0, 0, 0, 0, 0, 0, 9322.92, 388, 1532.16, 0.36, 1532.16, 0, 
여수태양광, 1, 2024-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 691.42, 691.42, 29, 691.42, 691.42, 691.42, 0, 
영흥태양광, 2, 2024-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 39.533, 227.554, 417.503, 510.067, 475.356, 405.933, 397.255, 273.836, 52.067, 1.928, 0, 0, 0, 0, 0, 0, 2801.032, 117, 510.06, 1.928, 510.067, 0, 
탑선태양광, 1, 2024-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 553.2, 553.2, 23, 553.2, 553.2, 553.2, 0, 
탑선태양광, 3, 2024-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 400.8, 400.8, 17, 400.8, 400.8, 400.8, 0, 
경상대태양광, 1, 2024-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 63.288, 242.064, 397.368, 489.744, 528.408, 518.256, 448.776, 313.344, 118.656, 3.384, 0, 0, 0, 0, 0, 0, 3123.288, 130, 528.4, 3.384, 528.408, 0, 
고흥만 수상태양광, 1, 2024-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 63.588, 4864.86, 18462.192, 32044.488, 39705.792, 43902.432, 42858.48, 36724.044, 23186.184, 7702.464, 474.852, 0, 0, 0, 0, 0, 0, 249989.376, 10416, 43902.43, 63.588, 43902.432, 0, 
영동태양광, 1, 2024-12-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10.56, 20.64, 20.832, 20.736, 20.928, 23.232, 22.176, 197.472, 519.84, 517.632, 0, 0, 0, 0, 0, 1374.048, 57, 519.84, 10.56, 519.84, 0, 
삼천포태양광#5, 1, 2024-12-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 137.782, 202.136, 244.24, 389.676, 624.766, 653.792, 343.671, 842.394, 2448.478, 2501.963, 2472.012, 0, 0, 0, 0, 0, 10860.91, 453, 2501.96, 137.78, 2501.963, 0, 
삼천포태양광#5, 2, 2024-12-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 214.824, 290.001, 325.654, 366.1, 931.364, 792.022, 1469.445, 1541.637, 4155.037, 3801.466, 3802.325, 967.736, 0, 0, 0, 0, 18657.611, 777, 4155.03, 214.82, 4155.037, 0, 
광양항세방태양광, 1, 2024-12-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 129.6, 420, 830.4, 700.8, 609.6, 782.4, 720, 705.6, 225.6, 9.6, 0, 0, 0, 0, 0, 0, 5133.6, 214, 830.4, 9.6, 830.4, 0, 
두산엔진MG태양광, 1, 2024-12-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.18, 3.96, 9.42, 16.92, 25.44, 34.38, 29.82, 19.38, 30.84, 12.24, 0.36, 0, 0, 0, 0, 0, 0, 182.94, 8, 34.38, 0.18, 34.38, 0, 
삼천포태양광, 1, 2024-12-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 4.572, 11.088, 23.1, 32.58, 32.34, 26.268, 20.34, 15.888, 4.656, 0, 0, 0, 0, 0, 0, 0, 170.832, 7, 32.58, 4.572, 32.58, 0, 
삼천포태양광, 2, 2024-12-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.288, 55.872, 168.192, 362.208, 510.528, 560.256, 474.336, 325.152, 243.456, 84.672, 0.576, 0, 0, 0, 0, 0, 0, 2785.536, 116, 560.25, 0.288, 560.256, 0, 
삼천포태양광, 3, 2024-12-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 16.452, 41.508, 104.904, 166.788, 193.248, 153.144, 85.464, 34.956, 11.268, 0, 0, 0, 0, 0, 0, 0, 807.732, 34, 193.24, 11.268, 193.248, 0, 
삼천포태양광, 4, 2024-12-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 59.678, 95.017, 96.484, 106.313, 146.205, 151.203, 116.105, 447.644, 1192.069, 1173.679, 980.638, 0, 0, 0, 0, 0, 4565.035, 190, 1192.06, 59.67, 1192.069, 0, 
구미태양광, 1, 2024-12-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 11.137, 50.404, 109.052, 200.17, 252.527, 471.065, 534.558, 290.637, 66.024, 4.267, 0, 0, 0, 0, 0, 0, 1989.841, 83, 534.55, 4.267, 534.558, 0, 
삼천포태양광#6, 1, 2024-12-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 36.443, 84.679, 85.759, 84.591, 81.433, 91.157, 146.811, 165.836, 530.217, 630.236, 69.432, 0, 0, 0, 0, 0, 2006.594, 84, 630.23, 36.44, 630.236, 0, 
영흥태양광#5, 1, 2024-12-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 101.242, 619.505, 1091.968, 1877.8, 1957.347, 1501.758, 961.8, 732.8, 221.768, 4.821, 0, 0, 0, 0, 0, 0, 9070.809, 378, 1957.34, 4.821, 1957.347, 0, 
영흥태양광 #3, 1, 2024-12-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 38.88, 100.8, 90.72, 91.44, 88.32, 96.48, 98.64, 417.84, 2292.24, 2254.56, 0, 0, 0, 0, 0, 0, 5569.92, 232, 2292.24, 38.88, 2292.24, 0, 
영흥태양광 #3, 2, 2024-12-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 14.4, 48.192, 43.392, 38.496, 38.112, 42.72, 232.128, 258.912, 836.64, 890.88, 395.52, 0, 0, 0, 0, 0, 2839.392, 118, 890.88, 14.4, 890.88, 0, 
영흥태양광 #3, 3, 2024-12-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 16.2, 46.68, 57.6, 42.6, 33.36, 44.52, 45.24, 147.96, 962.04, 990.24, 118.8, 0, 0, 0, 0, 0, 2505.24, 104, 990.24, 16.2, 990.24, 0, 
영흥태양광, 1, 2024-12-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 1.19, 27.379, 52.762, 100.339, 76.262, 35.942, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 293.874, 12, 100.33, 1.19, 100.339, 0, 
