발전구분, 호기, 일자, 1시 발전량(KWh), 2시 발전량(KWh),3시 발전량(KWh),4시 발전량(KWh),5시 발전량(KWh),6시 발전량(KWh),7시 발전량(KWh),8시 발전량(KWh),9시 발전량(KWh),10시 발전량(KWh),11시 발전량(KWh),12시 발전량(KWh),13시 발전량(KWh),14시 발전량(KWh),15시 발전량(KWh),16시 발전량(KWh),17시 발전량(KWh),18시 발전량(KWh),19시 발전량(KWh),20시 발전량(KWh),21시 발전량(KWh),22시 발전량(KWh),23시 발전량(KWh),24시 발전량(KWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
영동태양광, 1, 2025-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 1.344, 14.304, 17.568, 19.008, 19.392, 23.712, 35.808, 540.096, 647.904, 672.192, 498.912, 504.96, 686.4, 683.328, 616.224, 0, 0, 0, 4981.152, 208, 686.4, 1.344, 686.4, 0, 
삼천포태양광#5, 1, 2025-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 80.509, 191.849, 194.269, 210.914, 799.761, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1477.302, 62, 799.76, 80.509, 799.761, 0, 
삼천포태양광#5, 2, 2025-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 166.502, 287.205, 287.201, 285.726, 1481.775, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2508.409, 105, 1481.77, 166.502, 1481.775, 0, 
광양항세방태양광, 1, 2025-06-30 00:00:00, 0, 0, 0, 0, 0, 2.4, 43.2, 367.2, 801.6, 1123.2, 1394.4, 1533.6, 1615.2, 1608, 1509.6, 1356, 1060.8, 672, 213.6, 9.6, 0, 0, 0, 0, 13310.4, 555, 1615.2, 2.4, 1615.2, 0, 
두산엔진MG태양광, 1, 2025-06-30 00:00:00, 0, 0, 0, 0, 0, 0.54, 2.22, 3.42, 12.42, 25.86, 36.78, 26.64, 24.9, 26.28, 19.8, 20.64, 24.54, 34.2, 18.84, 0.9, 0, 0, 0, 0, 277.98, 12, 36.78, 0.54, 36.78, 0, 
삼천포태양광, 1, 2025-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
삼천포태양광, 2, 2025-06-30 00:00:00, 0, 0, 0, 0, 0, 2.4, 31.68, 157.632, 313.152, 457.344, 566.208, 623.52, 638.4, 616.992, 552.864, 437.088, 238.464, 137.856, 43.968, 3.936, 0, 0, 0, 0, 4821.504, 201, 638.4, 2.4, 638.4, 0, 
삼천포태양광, 3, 2025-06-30 00:00:00, 0, 0, 0, 0, 0, 0.18, 8.676, 52.776, 110.088, 157.752, 200.952, 224.208, 228.024, 212.112, 154.584, 152.64, 112.788, 51.948, 18.036, 0.072, 0, 0, 0, 0, 1684.836, 70, 228.02, 0.072, 228.024, 0, 
삼천포태양광, 4, 2025-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 30.424, 95.166, 95.014, 94.396, 807.877, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1122.877, 47, 807.87, 30.42, 807.877, 0, 
구미태양광, 1, 2025-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 18.007, 105.003, 212.753, 295.844, 341.114, 483.286, 606.296, 457.831, 236.328, 240.161, 176.957, 80.704, 36.519, 8.967, 0, 0, 0, 0, 3299.77, 137, 606.29, 8.967, 606.296, 0, 
삼천포태양광#6, 1, 2025-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 17.63, 78.515, 77.708, 73.685, 99.226, 34.16, 78.456, 614.096, 568.288, 512.064, 570.752, 589.232, 587.776, 576.856, 102.816, 0, 0, 0, 4581.26, 191, 614.09, 17.63, 614.096, 0, 
영흥태양광#5, 1, 2025-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 69.905, 204.895, 605.042, 1668.084, 1465.6, 1205.263, 1778.968, 1959.758, 1750.042, 1508.989, 923.232, 646.021, 226.589, 24.105, 0, 0, 0, 0, 14036.493, 585, 1959.75, 24.105, 1959.758, 0, 
영흥태양광 #3, 1, 2025-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 13.2, 76.8, 88.8, 86.88, 85.44, 84.96, 83.52, 80.16, 76.8, 961.2, 2269.2, 2269.92, 2076.96, 0, 0, 0, 0, 0, 8253.84, 344, 2269.92, 13.2, 2269.92, 0, 
영흥태양광 #3, 2, 2025-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 7.488, 39.072, 38.784, 33.504, 34.656, 34.368, 32.832, 436.608, 522.24, 460.704, 804.864, 865.056, 791.328, 0, 0, 0, 0, 0, 4101.504, 171, 865.05, 7.48, 865.056, 0, 
영흥태양광 #3, 3, 2025-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 1.56, 34.56, 36.48, 28.56, 33.6, 33.48, 27.36, 304.92, 515.28, 483.6, 994.56, 936.6, 686.228, 0, 0, 0, 0, 0, 4116.788, 172, 994.56, 1.56, 994.56, 0, 
영흥태양광, 1, 2025-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0.538, 14.822, 103.066, 211.2, 219.418, 256.55, 467.405, 562.483, 433.459, 358.118, 294.374, 161.395, 55.949, 3.072, 0, 0, 0, 0, 3141.849, 131, 562.48, 0.538, 562.483, 0, 
예천태양광, 1, 2025-06-30 00:00:00, 0, 0, 0, 0, 0, 1.44, 112.68, 441.9, 820.98, 717.66, 666.9, 1093.32, 1402.56, 1250.82, 1124.28, 735.3, 733.68, 397.8, 95.22, 1.44, 0, 0, 0, 0, 9595.98, 400, 1402.56, 1.44, 1402.56, 0, 
여수태양광, 1, 2025-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 855.14, 855.14, 36, 855.14, 855.14, 855.14, 0, 
영흥태양광, 2, 2025-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 6.749, 105.099, 406.897, 323.011, 301.798, 441.608, 492.712, 436.787, 376.042, 250.695, 156.202, 56.888, 1.928, 0, 0, 0, 0, 3356.416, 140, 492.71, 1.928, 492.712, 0, 
탑선태양광, 1, 2025-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1452, 1452, 61, 1452, 1452, 1452, 0, 
탑선태양광, 3, 2025-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 734.2, 734.2, 31, 734.2, 734.2, 734.2, 0, 
