발전구분, 호기, 일자, 1시 발전량(KWh), 2시 발전량(KWh),3시 발전량(KWh),4시 발전량(KWh),5시 발전량(KWh),6시 발전량(KWh),7시 발전량(KWh),8시 발전량(KWh),9시 발전량(KWh),10시 발전량(KWh),11시 발전량(KWh),12시 발전량(KWh),13시 발전량(KWh),14시 발전량(KWh),15시 발전량(KWh),16시 발전량(KWh),17시 발전량(KWh),18시 발전량(KWh),19시 발전량(KWh),20시 발전량(KWh),21시 발전량(KWh),22시 발전량(KWh),23시 발전량(KWh),24시 발전량(KWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
영동태양광, 1, 2024-07-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 10.752, 15.168, 17.76, 19.488, 22.08, 23.712, 419.52, 794.4, 737.376, 661.44, 693.408, 682.656, 680.448, 676.128, 227.712, 0, 0, 5682.048, 237, 794.4, 10.752, 794.4, 0, 
삼천포태양광#5, 1, 2024-07-31 00:00:00, 0, 0, 0, 0, 0, 0, 24.08, 187.137, 190.075, 190.084, 188.969, 179.492, 194.243, 204.494, 1629.477, 1524.841, 2531.956, 2530.51, 2509.227, 1915.824, 0, 0, 0, 0, 14000.409, 583, 2531.95, 24.08, 2531.956, 0, 
삼천포태양광#5, 2, 2024-07-31 00:00:00, 0, 0, 0, 0, 0, 0, 80.819, 290.346, 287.952, 288.294, 291.313, 379.824, 4122.415, 4192.358, 3894.122, 3406.316, 4295.871, 4292.333, 3968.035, 3189.966, 0, 0, 0, 0, 32979.964, 1374, 4295.87, 80.81, 4295.871, 0, 
광양항세방태양광, 1, 2024-07-31 00:00:00, 0, 0, 0, 0, 0, 2.4, 72, 460.8, 784.8, 1281.6, 1336.8, 1713.6, 1891.2, 1896, 1850.4, 1668, 1322.4, 799.2, 225.6, 9.6, 0, 0, 0, 0, 15314.4, 638, 1896, 2.4, 1896, 0, 
두산엔진MG태양광, 1, 2024-07-31 00:00:00, 0, 0, 0, 0, 0, 0.12, 1.5, 2.46, 8.64, 23.04, 35.94, 42, 25.62, 29.7, 31.32, 35.94, 43.56, 35.76, 16.2, 0.48, 0, 0, 0, 0, 332.28, 14, 43.56, 0.12, 43.56, 0, 
삼천포태양광, 1, 2024-07-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 2.328, 14.94, 25.908, 33.648, 39.3, 41.772, 41.604, 38.928, 32.964, 23.472, 10.884, 0.888, 0, 0, 0, 0, 0, 306.636, 13, 41.77, 0.888, 41.772, 0, 
삼천포태양광, 2, 2024-07-31 00:00:00, 0, 0, 0, 0, 0, 0.288, 15.648, 137.472, 316.608, 465.504, 567.84, 626.592, 650.88, 629.952, 565.344, 458.016, 305.568, 138.144, 33.216, 1.248, 0, 0, 0, 0, 4912.32, 205, 650.88, 0.288, 650.88, 0, 
삼천포태양광, 3, 2024-07-31 00:00:00, 0, 0, 0, 0, 0, 0, 4.176, 48.42, 110.664, 162.36, 197.244, 217.044, 227.376, 220.284, 198.252, 161.64, 108.072, 43.884, 2.7, 0, 0, 0, 0, 0, 1702.116, 71, 227.37, 2.7, 227.376, 0, 
삼천포태양광, 4, 2024-07-31 00:00:00, 0, 0, 0, 0, 0, 0, 2.067, 79.101, 94.962, 94.796, 94.578, 90.156, 110.263, 1037.936, 937.778, 799.451, 1191.435, 1190.052, 1169.768, 533.523, 0, 0, 0, 0, 7425.866, 309, 1191.43, 2.067, 1191.435, 0, 
구미태양광, 1, 2024-07-31 00:00:00, 0, 0, 0, 0, 0, 0, 9.473, 99.651, 282.682, 344.079, 467.449, 536.294, 573.32, 576.718, 574.115, 456.819, 324.409, 118.019, 41.22, 2.314, 0, 0, 0, 0, 4406.562, 184, 576.71, 2.314, 576.718, 0, 
