발전구분, 호기, 일자, 1시 발전량(KWh), 2시 발전량(KWh),3시 발전량(KWh),4시 발전량(KWh),5시 발전량(KWh),6시 발전량(KWh),7시 발전량(KWh),8시 발전량(KWh),9시 발전량(KWh),10시 발전량(KWh),11시 발전량(KWh),12시 발전량(KWh),13시 발전량(KWh),14시 발전량(KWh),15시 발전량(KWh),16시 발전량(KWh),17시 발전량(KWh),18시 발전량(KWh),19시 발전량(KWh),20시 발전량(KWh),21시 발전량(KWh),22시 발전량(KWh),23시 발전량(KWh),24시 발전량(KWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
영동태양광, 1, 2022-08-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0.096, 10.752, 26.208, 35.328, 34.272, 37.824, 38.016, 37.248, 22.08, 84.96, 17.088, 0, 0, 0, 0, 278.208, 622.08, 26, 278.2, 0.096, 278.208, 0, 
삼천포태양광#5, 1, 2022-08-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 18.078, 104.693, 487.425, 183.547, 192.381, 304.502, 189.279, 192.636, 234.812, 689.778, 247.601, 7.728, 0, 2509.565, 433.37, 0, 0, 5795.395, 241, 2509.56, 7.72, 2509.565, 0, 
삼천포태양광#5, 2, 2022-08-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 32.138, 191.937, 805.1, 304.839, 283.99, 382.935, 284.491, 288.954, 363.728, 1181.795, 455.051, 18.032, 0, 3740.31, 1947.974, 0, 0, 10281.274, 428, 3740.31, 18.032, 3740.31, 0, 
광양항세방태양광, 1, 2022-08-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 67.2, 312, 470.4, 991.2, 1368, 856.8, 933.6, 1149.6, 372, 64.8, 50.4, 9.6, 0, 0, 0, 0, 0, 6645.6, 277, 1368, 9.6, 1368, 0, 
두산엔진MG태양광, 1, 2022-08-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.22, 1.44, 0, 0, 0, 0, 0, 2.16, 2.04, 0, 0, 0, 0, 0, 0, 7.86, 0, 2.22, 1.44, 2.22, 0, 
삼천포태양광, 1, 2022-08-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.492, 7.584, 13.32, 20.964, 11.568, 7.608, 12.528, 10.188, 2.328, 0, 0, 0, 0, 0, 0, 89.58, 4, 20.96, 2.328, 20.964, 0, 
삼천포태양광, 2, 2022-08-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 4.512, 24.576, 97.824, 141.792, 185.952, 254.976, 168.192, 123.36, 175.584, 147.456, 56.064, 1.632, 0, 0, 0, 0, 0, 1381.92, 58, 254.97, 1.632, 254.976, 0, 
삼천포태양광, 3, 2022-08-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.216, 4.464, 33.768, 53.856, 75.024, 98.496, 68.256, 40.248, 75.708, 52.848, 18.36, 0.216, 0, 0, 0, 0, 0, 521.46, 22, 98.49, 0.216, 98.496, 0, 
삼천포태양광, 4, 2022-08-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 15.961, 141.967, 88.327, 95.428, 99.909, 95.254, 95.212, 95.921, 234.497, 68.459, 0, 164.584, 610.471, 0, 0, 0, 1805.99, 75, 610.47, 15.96, 610.471, 0, 
구미태양광, 1, 2022-08-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0.362, 2.169, 4.122, 31.168, 95.312, 203.497, 157.721, 172.762, 115.416, 68.049, 4.917, 0, 0, 0, 0, 0, 855.495, 36, 203.49, 0.362, 203.497, 0, 
