발전구분, 호기, 일자, 1시 발전량(KWh), 2시 발전량(KWh),3시 발전량(KWh),4시 발전량(KWh),5시 발전량(KWh),6시 발전량(KWh),7시 발전량(KWh),8시 발전량(KWh),9시 발전량(KWh),10시 발전량(KWh),11시 발전량(KWh),12시 발전량(KWh),13시 발전량(KWh),14시 발전량(KWh),15시 발전량(KWh),16시 발전량(KWh),17시 발전량(KWh),18시 발전량(KWh),19시 발전량(KWh),20시 발전량(KWh),21시 발전량(KWh),22시 발전량(KWh),23시 발전량(KWh),24시 발전량(KWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
영동태양광, 1, 2022-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 60.192, 304.032, 167.616, 37.44, 38.496, 40.896, 593.76, 553.728, 377.76, 112.416, 201.696, 291.936, 493.92, 590.688, 590.4, 128.448, 4583.424, 191, 593.76, 37.44, 593.76, 0, 
삼천포태양광#5, 1, 2022-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 3.82, 509.59, 1930.966, 226.39, 587.954, 728.981, 875.033, 2329.76, 2154.307, 1146.769, 184.933, 2523.683, 2495.497, 2495.991, 922.58, 0, 0, 19116.254, 797, 2523.68, 3.82, 2523.683, 0, 
삼천포태양광#5, 2, 2022-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 5.094, 513.365, 3191.759, 684.485, 1448.376, 1635.762, 3238.116, 4692.769, 3694.447, 2014.284, 319.429, 3804.863, 3814.256, 3809.545, 1260.214, 0, 0, 34126.764, 1422, 4692.76, 5.09, 4692.769, 0, 
광양항세방태양광, 1, 2022-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 4.8, 165.6, 595.2, 1082.4, 1399.2, 1610.4, 1627.2, 1435.2, 1024.8, 463.2, 91.2, 0, 0, 0, 0, 0, 0, 9499.2, 396, 1627.2, 4.8, 1627.2, 0, 
두산엔진MG태양광, 1, 2022-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 1.44, 6.72, 6.18, 5.52, 5.64, 5.52, 21.48, 44.22, 31.98, 7.02, 44.94, 50.04, 44.76, 0, 0, 0, 275.46, 11, 50.04, 1.44, 50.04, 0, 
삼천포태양광, 1, 2022-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.144, 12.9, 31.464, 45.06, 53.616, 57.756, 56.784, 51.264, 40.44, 23.796, 3.492, 0, 0, 0, 0, 0, 0, 376.716, 16, 57.75, 0.144, 57.756, 0, 
삼천포태양광, 2, 2022-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.48, 59.712, 338.112, 604.8, 668.544, 709.728, 653.76, 597.6, 476.16, 273.216, 48.768, 0, 0, 0, 0, 0, 0, 4430.88, 185, 709.72, 0.48, 709.728, 0, 
삼천포태양광, 3, 2022-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 7.38, 123.228, 215.136, 254.124, 233.748, 250.416, 226.332, 171.252, 56.52, 7.956, 0, 0, 0, 0, 0, 0, 1546.092, 64, 254.12, 7.38, 254.124, 0, 
삼천포태양광, 4, 2022-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 12.026, 697.908, 121.907, 182.398, 233.494, 978.452, 1248.463, 994.662, 508.665, 16.32, 1147.124, 1174.036, 1172.052, 113.374, 0, 0, 8600.881, 358, 1248.46, 12.02, 1248.463, 0, 
구미태양광, 1, 2022-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.217, 142.462, 425.289, 601.45, 689.893, 708.116, 704.862, 628.786, 493.338, 278.633, 27.118, 0, 0, 0, 0, 0, 0, 4700.164, 196, 708.11, 0.217, 708.116, 0, 
삼천포태양광#6, 1, 2022-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.382, 72.475, 201.775, 91.194, 84.608, 83.211, 87.503, 85.496, 87.873, 74.162, 8.406, 580.882, 628.708, 479.173, 0, 0, 0, 2565.848, 107, 628.7, 0.38, 628.708, 0, 
영흥태양광#5, 1, 2022-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 7.232, 339.884, 1029.295, 1745.221, 2012.789, 1844.053, 1754.863, 1892.263, 1345.074, 674.947, 53.032, 0, 0, 0, 0, 0, 0, 12698.653, 529, 2012.78, 7.232, 2012.789, 0, 
영흥태양광 #3, 1, 2022-01-31 00:00:00, 379.2, 0, 0, 0, 0, 0, 0, 0, 307.44, 991.92, 91.92, 97.2, 730.08, 1440.96, 1872.96, 1431.6, 582.24, 55.68, 0, 0, 0, 0, 1912.8, 1970.4, 11864.4, 494, 1970.4, 55.68, 1970.4, 0, 
영흥태양광 #3, 2, 2022-01-31 00:00:00, 508.8, 0, 0, 0, 0, 0, 0, 0, 134.112, 435.36, 65.76, 31.008, 34.752, 671.616, 829.056, 620.544, 337.92, 33.216, 0, 0, 0, 0, 831.36, 889.92, 5423.424, 226, 889.92, 31.008, 889.92, 0, 
영흥태양광 #3, 3, 2022-01-31 00:00:00, 271.2, 0, 0, 0, 0, 0, 0, 0, 168.36, 525, 75.96, 68.28, 367.2, 799.44, 986.04, 756.96, 359.76, 32.64, 0, 0, 0, 0, 932.4, 991.2, 6334.44, 264, 991.2, 32.64, 991.2, 0, 
영흥태양광, 1, 2022-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 42.586, 223.488, 477.274, 612.864, 532.8, 425.779, 506.496, 393.523, 166.08, 19.162, 0, 0, 0, 0, 0, 0, 3400.052, 142, 612.86, 19.162, 612.864, 0, 
예천태양광, 1, 2022-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 237.24, 721.26, 1077.48, 1285.56, 1372.5, 1332, 1257.48, 986.58, 569.34, 111.6, 0, 0, 0, 0, 0, 0, 8951.04, 373, 1372.5, 111.6, 1372.5, 0, 
여수태양광, 1, 2022-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 577.47, 577.47, 24, 577.47, 577.47, 577.47, 0, 
영흥태양광, 2, 2022-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 81.958, 262.265, 485.962, 572.741, 517.781, 448.358, 426.181, 365.436, 176.451, 17.356, 0, 0, 0, 0, 0, 0, 3354.489, 140, 572.74, 17.356, 572.741, 0, 
탑선태양광, 1, 2022-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1058.4, 1058.4, 44, 1058.4, 1058.4, 1058.4, 0, 
탑선태양광, 3, 2022-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 742.8, 742.8, 31, 742.8, 742.8, 742.8, 0, 
경상대태양광, 1, 2022-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 5.04, 123.84, 315.36, 468.72, 558, 591.12, 583.2, 519.84, 401.04, 205.92, 31.68, 0, 0, 0, 0, 0, 0, 3803.76, 158, 591.12, 5.04, 591.12, 0, 
