발전구분, 호기, 일자, 1시 발전량(KWh), 2시 발전량(KWh),3시 발전량(KWh),4시 발전량(KWh),5시 발전량(KWh),6시 발전량(KWh),7시 발전량(KWh),8시 발전량(KWh),9시 발전량(KWh),10시 발전량(KWh),11시 발전량(KWh),12시 발전량(KWh),13시 발전량(KWh),14시 발전량(KWh),15시 발전량(KWh),16시 발전량(KWh),17시 발전량(KWh),18시 발전량(KWh),19시 발전량(KWh),20시 발전량(KWh),21시 발전량(KWh),22시 발전량(KWh),23시 발전량(KWh),24시 발전량(KWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
영동태양광, 1, 2022-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 16.896, 217.92, 289.92, 37.44, 37.152, 38.112, 141.024, 444.096, 251.808, 365.088, 690.912, 690.432, 542.016, 0, 0, 0, 3762.816, 157, 690.91, 16.896, 690.912, 0, 
삼천포태양광#5, 1, 2022-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 1.466, 279.103, 1404.155, 252.405, 473.81, 2075.854, 3001.185, 2576.026, 1591.013, 455.013, 2.646, 2494.537, 2516.231, 526.262, 0, 0, 0, 17649.706, 735, 3001.18, 1.46, 3001.185, 0, 
삼천포태양광#5, 2, 2022-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 3.91, 256.147, 2253.582, 584.939, 1249.135, 3873.944, 5114.98, 4383.514, 2723.481, 771.738, 7.057, 3743.648, 3813.121, 869.751, 0, 0, 0, 29648.947, 1235, 5114.98, 3.91, 5114.98, 0, 
광양항세방태양광, 1, 2022-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 165.6, 556.8, 1008, 1341.6, 1440, 1363.2, 1156.8, 693.6, 288, 12, 0, 0, 0, 0, 0, 0, 8025.6, 334, 1440, 12, 1440, 0, 
두산엔진MG태양광, 1, 2022-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0.78, 5.7, 6.06, 5.46, 5.52, 5.22, 5.1, 32.16, 15.9, 0, 43.32, 49.62, 43.32, 0, 0, 0, 218.16, 9, 49.62, 0.78, 49.62, 0, 
삼천포태양광, 1, 2022-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 9.108, 27.204, 40.488, 49.356, 52.08, 49.38, 42.972, 30.804, 12.984, 0.192, 0, 0, 0, 0, 0, 0, 314.568, 13, 52.08, 0.192, 52.08, 0, 
삼천포태양광, 2, 2022-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.288, 39.936, 281.568, 551.904, 669.696, 701.664, 659.616, 559.008, 374.496, 149.952, 2.112, 0, 0, 0, 0, 0, 0, 3990.24, 166, 701.66, 0.288, 701.664, 0, 
삼천포태양광, 3, 2022-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 7.632, 23.58, 144.576, 236.916, 249.84, 232.416, 147.492, 46.08, 21.708, 0.036, 0, 0, 0, 0, 0, 0, 1110.276, 46, 249.84, 0.036, 249.84, 0, 
삼천포태양광, 4, 2022-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 1.083, 357.273, 93.939, 167.968, 898.851, 1349.255, 1168.851, 537.648, 52.131, 0, 1192.846, 1174.043, 186.682, 0, 0, 0, 7180.57, 299, 1349.25, 1.08, 1349.255, 0, 
구미태양광, 1, 2022-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 55.032, 326.217, 521.541, 451.974, 218.032, 361.507, 251.948, 263.663, 107.678, 0.217, 0, 0, 0, 0, 0, 0, 2557.809, 107, 521.54, 0.217, 521.541, 0, 
