발전구분, 호기, 일자, 1시 발전량(KWh), 2시 발전량(KWh),3시 발전량(KWh),4시 발전량(KWh),5시 발전량(KWh),6시 발전량(KWh),7시 발전량(KWh),8시 발전량(KWh),9시 발전량(KWh),10시 발전량(KWh),11시 발전량(KWh),12시 발전량(KWh),13시 발전량(KWh),14시 발전량(KWh),15시 발전량(KWh),16시 발전량(KWh),17시 발전량(KWh),18시 발전량(KWh),19시 발전량(KWh),20시 발전량(KWh),21시 발전량(KWh),22시 발전량(KWh),23시 발전량(KWh),24시 발전량(KWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
영동태양광, 1, 2023-05-31 00:00:00, 0, 0, 0, 0, 0, 0, 16.224, 69.888, 192.864, 365.088, 397.632, 37.152, 37.92, 39.84, 595.872, 702.432, 615.936, 606.912, 545.184, 688.896, 655.584, 54.528, 0, 0, 5621.952, 234, 702.43, 16.224, 702.432, 0, 
삼천포태양광#5, 1, 2023-05-31 00:00:00, 0, 0, 0, 0, 0, 7.255, 198.19, 397.722, 1295.395, 2216.459, 412.243, 486.785, 555.623, 1379.932, 2691.132, 2215.047, 1551.096, 701.368, 2379.928, 2508.195, 2501.617, 925.764, 0, 0, 22423.751, 934, 2691.13, 7.25, 2691.132, 0, 
삼천포태양광#5, 2, 2023-05-31 00:00:00, 0, 0, 0, 0, 0, 15.537, 391.695, 741.748, 2376.942, 3846.714, 825.348, 1346.312, 1443.464, 2973.322, 4531.229, 3684.845, 2533.765, 1134.833, 4132.702, 3830.194, 3799.549, 1044.727, 0, 0, 38652.926, 1611, 4531.22, 15.53, 4531.229, 0, 
광양항세방태양광, 1, 2023-05-31 00:00:00, 0, 0, 0, 0, 0, 4.8, 124.8, 350.4, 1135.2, 1550.4, 1864.8, 2054.4, 2143.2, 2102.4, 1956, 1704, 1276.8, 744, 252, 24, 0, 0, 0, 0, 17287.2, 720, 2143.2, 4.8, 2143.2, 0, 
두산엔진MG태양광, 1, 2023-05-31 00:00:00, 0, 0, 0, 0, 0, 0.48, 4.32, 10.02, 16.38, 27.78, 42.24, 52.44, 59.04, 61.5, 60.66, 56.52, 49.2, 33.3, 14.16, 0.72, 0, 0, 0, 0, 488.76, 20, 61.5, 0.48, 61.5, 0, 
삼천포태양광, 1, 2023-05-31 00:00:00, 0, 0, 0, 0, 0, 0, 1.68, 5.436, 18.564, 31.08, 38.844, 42.72, 44.616, 45.084, 41.22, 36.168, 26.532, 11.976, 0.768, 0, 0, 0, 0, 0, 344.688, 14, 45.08, 0.768, 45.084, 0, 
삼천포태양광, 2, 2023-05-31 00:00:00, 0, 0, 0, 0, 0, 2.112, 38.88, 74.88, 246.144, 398.976, 490.464, 536.832, 541.728, 520.128, 460.896, 372.768, 248.064, 109.632, 21.216, 1.536, 0, 0, 0, 0, 4064.256, 169, 541.72, 1.536, 541.728, 0, 
삼천포태양광, 3, 2023-05-31 00:00:00, 0, 0, 0, 0, 0, 0.108, 15.048, 33.012, 113.004, 182.16, 224.784, 246.744, 248.94, 240.732, 213.012, 173.844, 116.46, 50.58, 3.564, 0.036, 0, 0, 0, 0, 1862.028, 78, 248.94, 0.036, 248.94, 0, 
삼천포태양광, 4, 2023-05-31 00:00:00, 0, 0, 0, 0, 0, 0, 49.856, 137.85, 472.207, 794.412, 90.046, 98.838, 98.596, 468.74, 998.982, 771.312, 472.387, 182.558, 1188.764, 1167.352, 1090.839, 0, 0, 0, 8082.739, 337, 1188.76, 49.85, 1188.764, 0, 
구미태양광, 1, 2023-05-31 00:00:00, 0, 0, 0, 0, 0, 0.145, 13.089, 184.767, 368.304, 498.617, 595.448, 653.879, 669.066, 649.323, 594.363, 499.341, 355.504, 180.283, 26.468, 0.072, 0, 0, 0, 0, 5288.669, 220, 669.06, 0.072, 669.066, 0, 
삼천포태양광#6, 1, 2023-05-31 00:00:00, 0, 0, 0, 0, 0, 0, 49.899, 97.648, 287.463, 485.582, 145.612, 81.545, 99.029, 391.662, 694.417, 600.34, 449.768, 255.849, 564.877, 625.796, 623.61, 173.749, 0, 0, 5626.846, 234, 694.41, 49.89, 694.417, 0, 
영흥태양광#5, 1, 2023-05-31 00:00:00, 0, 0, 0, 0, 0, 7.232, 132.579, 267.568, 388.095, 383.274, 1427.032, 2603.368, 2641.937, 2552.747, 2321.337, 1940.474, 1366.768, 691.821, 204.895, 16.874, 0, 0, 0, 0, 16946.001, 706, 2641.93, 7.232, 2641.937, 0, 
영흥태양광 #3, 1, 2023-05-31 00:00:00, 1428, 0, 0, 0, 0, 0, 86.4, 208.56, 338.64, 317.04, 44.64, 70.56, 71.76, 383.28, 1860.72, 1563.6, 1113.6, 555.36, 160.8, 0.72, 0, 0, 2032.8, 2212.8, 12449.28, 519, 2212.8, 0.72, 2212.8, 0, 
영흥태양광 #3, 2, 2023-05-31 00:00:00, 609.6, 0, 0, 0, 0, 0, 26.496, 75.936, 110.016, 117.696, 13.344, 27.84, 29.184, 644.928, 743.808, 635.904, 461.376, 243.84, 69.792, 0, 0, 0, 643.2, 737.28, 5190.24, 216, 743.8, 13.344, 743.808, 0, 
