tm,stnId,stnNm,ta,hm,ws,wd,rn,pa,ps,ss,icsr,dc10Tca,dc10LmcsCa,ts
2023-05-01 00:00,112,인천,10.4,88,3.2,250,,1003.8,1012.1,,,4,2,10.1
2023-05-01 01:00,112,인천,10.0,90,2.8,250,,1004.1,1012.4,,,6,0,9.4
2023-05-01 02:00,112,인천,9.9,92,1.8,200,,1003.9,1012.3,,,6,2,9.4
2023-05-01 03:00,112,인천,9.9,92,2.3,230,,1004.2,1012.6,,,7,7,9.4
2023-05-01 04:00,112,인천,9.9,92,2.1,230,,1004.6,1013.0,,,5,5,8.9
2023-05-01 05:00,112,인천,9.5,89,3.1,230,,1005.2,1013.5,,,2,2,8.4
2023-05-01 06:00,112,인천,9.2,89,2.2,250,,1005.8,1014.2,0.0,0.01,0,0,8.3
2023-05-01 07:00,112,인천,9.6,89,1.6,230,,1006.6,1015.0,0.9,0.34,0,0,9.5
2023-05-01 08:00,112,인천,11.1,83,1.1,340,,1007.7,1016.0,1.0,1.05,3,0,12.0
2023-05-01 09:00,112,인천,12.0,76,2.0,270,,1009.1,1017.4,0.7,1.43,9,6,16.1
2023-05-01 10:00,112,인천,12.9,72,2.0,230,,1009.7,1018.0,0.2,1.41,9,6,18.0
2023-05-01 11:00,112,인천,14.3,71,2.2,200,,1010.3,1018.5,0.5,2.02,4,3,25.6
2023-05-01 12:00,112,인천,14.3,69,4.4,200,,1010.8,1019.0,1.0,3.21,2,1,29.0
2023-05-01 13:00,112,인천,16.4,45,2.3,320,,1010.4,1018.6,1.0,3.48,1,1,31.8
2023-05-01 14:00,112,인천,17.6,38,2.9,230,,1009.9,1018.0,1.0,3.4,0,0,34.2
2023-05-01 15:00,112,인천,18.1,33,2.7,230,,1009.5,1017.6,1.0,3.07,0,0,33.7
2023-05-01 16:00,112,인천,18.3,33,2.6,230,,1009.4,1017.5,1.0,2.55,0,0,31.1
2023-05-01 17:00,112,인천,16.1,51,3.5,230,,1009.8,1018.0,1.0,1.88,0,0,25.6
2023-05-01 18:00,112,인천,16.7,44,2.2,230,,1009.9,1018.1,1.0,1.13,0,0,20.4
2023-05-01 19:00,112,인천,15.0,47,2.2,250,,1010.1,1018.3,0.8,0.4,6,0,15.4
2023-05-01 20:00,112,인천,13.6,53,2.3,250,,1010.7,1019.0,0.0,0.02,7,0,12.9
2023-05-01 21:00,112,인천,13.0,59,2.1,230,,1011.7,1020.0,,,0,0,11.7
2023-05-01 22:00,112,인천,12.4,62,1.1,70,,1012.3,1020.6,,,1,0,10.7
2023-05-01 23:00,112,인천,12.3,61,0.6,20,,1012.2,1020.5,,,0,0,10.0
2023-05-02 00:00,112,인천,11.8,70,1.7,290,,1013.0,1021.3,,,0,0,9.9
2023-05-02 01:00,112,인천,11.7,66,1.1,290,,1012.8,1021.2,,,0,0,9.4
2023-05-02 02:00,112,인천,11.1,67,1.6,110,,1012.3,1020.7,,,0,0,8.8
2023-05-02 03:00,112,인천,10.5,64,1.0,140,,1012.5,1020.9,,,0,0,8.5
2023-05-02 04:00,112,인천,10.8,65,1.5,110,,1013.0,1021.4,,,0,0,8.4
2023-05-02 05:00,112,인천,10.1,65,0.9,110,,1013.2,1021.6,,,7,0,8.2
2023-05-02 06:00,112,인천,10.1,64,0.6,110,,1013.5,1021.9,0.0,0.01,6,0,8.4
2023-05-02 07:00,112,인천,11.7,60,1.6,90,,1014.1,1022.5,0.2,0.27,8,0,10.5
2023-05-02 08:00,112,인천,13.8,56,1.1,110,,1014.6,1022.9,1.0,0.96,8,0,14.0
2023-05-02 09:00,112,인천,16.2,45,1.8,140,,1015.3,1023.5,1.0,1.43,7,0,17.7
2023-05-02 10:00,112,인천,17.9,43,1.9,200,,1015.7,1023.8,1.0,2.21,6,0,22.0
2023-05-02 11:00,112,인천,19.0,31,2.7,180,,1015.7,1023.8,1.0,2.61,7,0,26.4
2023-05-02 12:00,112,인천,20.2,26,2.9,200,,1015.4,1023.5,0.8,2.5,8,0,28.8
2023-05-02 13:00,112,인천,22.4,23,3.1,200,,1015.0,1023.0,1.0,3.05,7,0,35.5
2023-05-02 14:00,112,인천,22.5,25,2.7,180,,1014.2,1022.2,0.9,2.61,8,0,33.6
2023-05-02 15:00,112,인천,21.9,26,3.5,230,,1013.5,1021.5,0.5,2.1,9,0,28.8
2023-05-02 16:00,112,인천,21.6,26,2.8,200,,1013.2,1021.2,0.2,1.39,8,0,27.2
2023-05-02 17:00,112,인천,20.9,26,3.2,270,,1013.1,1021.2,0.8,1.39,6,0,23.5
2023-05-02 18:00,112,인천,18.3,33,3.5,250,,1013.2,1021.3,0.1,0.6,9,0,19.0
2023-05-02 19:00,112,인천,17.3,37,2.4,230,,1012.7,1020.9,0.0,0.2,9,3,16.3
2023-05-02 20:00,112,인천,16.5,48,2.2,270,,1013.3,1021.5,0.0,0.01,9,9,14.4
2023-05-02 21:00,112,인천,15.6,48,1.5,20,,1013.6,1021.8,,,7,0,13.4
2023-05-02 22:00,112,인천,15.6,45,1.5,360,,1014.3,1022.5,,,9,9,13.1
2023-05-02 23:00,112,인천,15.2,46,0.8,110,,1014.3,1022.6,,,8,8,13.0
2023-05-03 00:00,112,인천,15.4,45,1.1,110,,1014.1,1022.4,,,9,0,13.1
2023-05-03 01:00,112,인천,15.4,46,0.3,0,,1013.9,1022.2,,,8,8,12.8
2023-05-03 02:00,112,인천,14.8,47,0.5,180,,1013.9,1022.1,,,6,6,11.9
2023-05-03 03:00,112,인천,14.4,52,1.5,140,,1013.7,1022.0,,,7,0,11.5
2023-05-03 04:00,112,인천,14.4,52,1.2,70,,1013.6,1021.8,,,6,0,10.6
2023-05-03 05:00,112,인천,14.0,52,1.9,140,,1013.7,1022.0,,,1,0,10.0
2023-05-03 06:00,112,인천,13.9,53,1.9,140,,1013.3,1021.6,0.0,0.01,2,0,9.9
2023-05-03 07:00,112,인천,15.1,51,1.4,160,,1013.7,1022.0,0.7,0.32,5,0,11.5
2023-05-03 08:00,112,인천,17.3,45,1.9,180,,1013.7,1021.9,1.0,1.06,1,0,14.3
2023-05-03 09:00,112,인천,19.0,41,2.6,180,,1013.7,1021.8,1.0,1.73,3,0,18.0
2023-05-03 10:00,112,인천,20.5,35,3.7,160,,1013.7,1021.8,1.0,2.13,1,0,25.0
2023-05-03 11:00,112,인천,22.1,32,3.7,180,,1013.6,1021.6,1.0,3.03,1,0,25.2
2023-05-03 12:00,112,인천,23.2,27,2.9,200,,1013.2,1021.2,1.0,3.4,2,0,30.3
2023-05-03 13:00,112,인천,24.2,22,3.0,230,,1012.6,1020.5,1.0,3.46,4,0,33.2
2023-05-03 14:00,112,인천,23.9,37,2.7,230,,1012.0,1019.9,1.0,3.34,3,1,34.1
2023-05-03 15:00,112,인천,24.5,31,3.1,230,,1011.6,1019.5,1.0,3.06,4,1,34.0
2023-05-03 16:00,112,인천,23.5,36,2.8,250,,1010.9,1018.8,1.0,2.35,7,0,29.9
2023-05-03 17:00,112,인천,21.9,47,3.3,250,,1011.1,1019.1,0.8,1.38,8,5,25.8
2023-05-03 18:00,112,인천,20.6,56,3.1,250,,1010.9,1019.0,0.0,0.69,9,4,22.6
2023-05-03 19:00,112,인천,19.7,63,3.4,230,,1011.0,1019.0,0.0,0.16,9,2,20.1
2023-05-03 20:00,112,인천,19.0,67,1.9,250,,1011.0,1019.1,0.0,0.01,9,0,18.5
2023-05-03 21:00,112,인천,18.5,68,1.9,290,,1011.7,1019.8,,,9,1,17.5
2023-05-03 22:00,112,인천,17.6,69,1.1,290,,1012.2,1020.3,,,8,0,16.6
2023-05-03 23:00,112,인천,17.2,73,1.8,320,,1011.8,1019.9,,,8,2,16.0
2023-05-04 00:00,112,인천,16.7,75,0.9,320,,1011.6,1019.8,,,3,3,15.3
2023-05-04 01:00,112,인천,16.3,79,1.7,340,,1011.2,1019.4,,,6,4,14.8
2023-05-04 02:00,112,인천,16.3,81,2.2,20,,1010.6,1018.8,,,6,2,14.8
2023-05-04 03:00,112,인천,16.1,79,0.8,50,,1010.0,1018.2,,,6,1,14.2
2023-05-04 04:00,112,인천,16.1,80,1.9,90,,1009.6,1017.8,,,6,2,14.0
2023-05-04 05:00,112,인천,16.5,79,2.7,70,,1009.0,1017.2,,,6,3,14.6
2023-05-04 06:00,112,인천,16.5,79,2.5,90,,1008.8,1017.0,0.0,0.01,6,0,14.1
2023-05-04 07:00,112,인천,17.0,77,2.1,70,,1008.9,1017.0,0.0,0.26,7,0,15.5
2023-05-04 08:00,112,인천,17.9,74,2.6,90,,1008.9,1017.0,0.0,0.53,9,7,17.7
2023-05-04 09:00,112,인천,18.9,70,2.5,90,,1008.2,1016.2,0.0,0.75,9,8,19.9
2023-05-04 10:00,112,인천,20.0,66,2.5,90,,1007.7,1015.8,0.0,0.88,9,8,21.7
2023-05-04 11:00,112,인천,21.3,62,2.5,110,,1007.2,1015.2,0.1,1.16,8,5,24.2
2023-05-04 12:00,112,인천,23.5,55,2.7,110,,1006.0,1013.9,0.7,2.61,5,5,30.5
2023-05-04 13:00,112,인천,25.0,51,2.6,140,,1004.5,1012.4,0.9,3.06,5,2,34.0
2023-05-04 14:00,112,인천,25.7,48,3.1,140,,1003.3,1011.2,0.8,3.01,8,6,34.5
2023-05-04 15:00,112,인천,23.6,51,3.9,250,,1002.8,1010.7,0.1,1.6,8,8,29.2
2023-05-04 16:00,112,인천,24.5,51,0.4,0,,1001.8,1009.6,0.1,1.18,9,7,27.3
2023-05-04 17:00,112,인천,23.6,54,2.3,290,,1001.4,1009.2,0.0,0.4,9,8,23.8
2023-05-04 18:00,112,인천,21.3,59,3.3,200,,1001.4,1009.4,0.0,0.2,9,8,21.8
2023-05-04 19:00,112,인천,21.2,60,3.4,250,,1001.2,1009.2,0.0,0.11,10,10,20.6
2023-05-04 20:00,112,인천,20.6,62,0.3,0,,1001.0,1009.0,0.0,0.01,8,6,19.8
2023-05-04 21:00,112,인천,20.7,63,1.5,140,,1001.0,1009.0,,,8,8,19.4
