tm,stnId,stnNm,ta,hm,ws,wd,rn,pa,ps,ss,icsr,dc10Tca,dc10LmcsCa,ts
2023-03-01 00:00,112,인천,5.6,73,1.4,200,,1015.9,1024.5,,,9,9,3.9
2023-03-01 01:00,112,인천,5.6,73,1.4,250,,1015.5,1024.1,,,9,9,3.8
2023-03-01 02:00,112,인천,5.5,72,0.0,0,,1015.1,1023.7,,,9,9,3.6
2023-03-01 03:00,112,인천,5.5,73,1.6,320,,1014.9,1023.5,,,9,9,3.6
2023-03-01 04:00,112,인천,4.9,78,2.4,200,,1014.2,1022.8,,,8,8,3.2
2023-03-01 05:00,112,인천,4.6,81,2.4,250,,1013.9,1022.5,,,8,8,3.2
2023-03-01 06:00,112,인천,4.6,81,0.8,270,,1013.9,1022.5,,,9,9,3.3
2023-03-01 07:00,112,인천,4.3,81,0.9,270,,1013.8,1022.4,,,9,9,3.1
2023-03-01 08:00,112,인천,4.2,82,1.7,290,,1013.7,1022.3,0.0,0.04,9,9,3.7
2023-03-01 09:00,112,인천,4.8,79,0.3,0,,1013.7,1022.3,0.0,0.25,9,9,5.3
2023-03-01 10:00,112,인천,5.5,73,1.8,290,,1013.8,1022.4,0.0,0.38,9,9,6.4
2023-03-01 11:00,112,인천,5.8,75,3.3,320,,1013.8,1022.4,0.0,0.62,9,3,7.8
2023-03-01 12:00,112,인천,6.8,68,3.1,320,,1013.7,1022.2,0.1,0.98,9,7,11.9
2023-03-01 13:00,112,인천,7.8,62,4.4,320,,1012.7,1021.2,0.8,2.32,5,1,15.0
2023-03-01 14:00,112,인천,7.9,54,4.7,290,,1012.1,1020.6,0.8,2.07,9,0,13.2
2023-03-01 15:00,112,인천,7.7,49,4.8,290,,1012.1,1020.6,0.9,1.74,7,1,12.4
2023-03-01 16:00,112,인천,7.9,30,7.4,320,,1012.0,1020.5,1.0,1.84,0,0,10.2
2023-03-01 17:00,112,인천,7.3,30,7.4,290,,1012.4,1020.9,1.0,1.24,0,0,6.8
2023-03-01 18:00,112,인천,6.3,32,7.0,290,,1012.9,1021.4,1.0,0.51,0,0,3.9
2023-03-01 19:00,112,인천,5.3,34,5.3,290,,1013.8,1022.4,0.2,0.03,0,0,2.2
