tm,stnId,stnNm,ta,hm,ws,wd,rn,pa,ps,ss,icsr,dc10Tca,dc10LmcsCa,ts
2023-09-01 00:00,112,인천,22.7,85,0.0,0,,1003.8,1011.7,,,4,0,21.5
2023-09-01 01:00,112,인천,22.2,85,1.5,70,,1004.0,1011.9,,,2,0,21.2
2023-09-01 02:00,112,인천,21.9,85,2.1,360,,1003.7,1011.6,,,0,0,20.9
2023-09-01 03:00,112,인천,21.5,86,1.9,360,,1003.7,1011.7,,,0,0,20.6
2023-09-01 04:00,112,인천,21.1,88,2.0,360,,1003.7,1011.7,,,0,0,20.3
2023-09-01 05:00,112,인천,20.7,89,1.3,20,,1004.0,1012.0,,,0,0,19.8
2023-09-01 06:00,112,인천,20.5,89,2.1,340,,1004.2,1012.2,,,0,0,19.8
2023-09-01 07:00,112,인천,20.6,88,1.0,20,,1004.4,1012.4,0.0,0.09,0,0,20.2
2023-09-01 08:00,112,인천,21.7,82,1.9,360,,1004.7,1012.7,0.9,0.75,0,0,21.5
2023-09-01 09:00,112,인천,23.2,80,1.8,290,,1005.0,1012.9,1.0,1.44,0,0,24.7
2023-09-01 10:00,112,인천,24.4,73,1.9,290,,1005.3,1013.1,1.0,2.13,0,0,28.2
2023-09-01 11:00,112,인천,25.8,66,1.5,320,,1005.1,1013.0,1.0,2.65,0,0,32.6
2023-09-01 12:00,112,인천,26.7,55,1.6,70,,1004.9,1012.7,1.0,2.99,3,0,34.6
2023-09-01 13:00,112,인천,27.5,52,2.6,320,,1004.5,1012.3,1.0,2.86,2,0,35.4
2023-09-01 14:00,112,인천,28.0,49,2.5,290,,1003.9,1011.7,1.0,3.02,1,0,35.4
2023-09-01 15:00,112,인천,28.1,52,2.9,340,,1003.6,1011.4,1.0,2.71,1,0,34.8
2023-09-01 16:00,112,인천,28.3,52,2.8,290,,1003.3,1011.1,1.0,2.22,2,0,33.0
2023-09-01 17:00,112,인천,27.9,57,3.1,290,,1003.5,1011.3,1.0,1.61,2,1,29.4
2023-09-01 18:00,112,인천,26.8,62,2.0,290,,1003.7,1011.5,1.0,0.87,0,0,27.6
2023-09-01 19:00,112,인천,24.9,64,3.3,320,,1003.8,1011.7,0.5,0.22,0,0,24.4
2023-09-01 20:00,112,인천,24.1,75,3.0,320,,1004.3,1012.1,0.0,0.0,0,0,23.4
2023-09-01 21:00,112,인천,23.6,78,2.8,320,,1004.6,1012.5,,,0,0,22.8
2023-09-01 22:00,112,인천,23.4,80,2.0,320,,1004.7,1012.6,,,0,0,22.3
2023-09-01 23:00,112,인천,23.3,82,2.6,320,,1004.7,1012.6,,,6,0,22.1
2023-09-02 00:00,112,인천,22.7,82,2.2,290,,1004.5,1012.4,,,3,0,21.7
2023-09-02 01:00,112,인천,22.3,81,1.8,20,,1004.6,1012.5,,,6,0,21.3
2023-09-02 02:00,112,인천,22.0,82,1.8,90,,1004.7,1012.6,,,6,0,21.0
2023-09-02 03:00,112,인천,21.7,84,2.0,320,,1004.7,1012.7,,,7,0,20.9
2023-09-02 04:00,112,인천,21.4,85,2.0,340,,1004.4,1012.4,,,6,0,20.5
2023-09-02 05:00,112,인천,20.8,84,1.7,90,,1004.2,1012.2,,,4,0,20.1
2023-09-02 06:00,112,인천,20.5,84,2.4,90,,1004.3,1012.3,,,1,0,19.7
2023-09-02 07:00,112,인천,20.5,84,2.3,50,,1004.6,1012.6,0.0,0.08,1,0,20.1
2023-09-02 08:00,112,인천,22.1,82,0.4,0,,1004.5,1012.4,0.9,0.74,2,0,21.5
2023-09-02 09:00,112,인천,24.1,77,0.8,20,,1004.8,1012.7,1.0,1.55,7,0,25.1
2023-09-02 10:00,112,인천,24.5,70,2.0,140,,1004.8,1012.6,1.0,1.83,8,0,26.9
2023-09-02 11:00,112,인천,26.2,66,1.3,270,,1004.6,1012.4,1.0,2.62,7,0,32.8
2023-09-02 12:00,112,인천,27.1,63,2.4,290,,1004.2,1012.0,1.0,3.11,5,0,35.3
2023-09-02 13:00,112,인천,28.1,57,2.8,270,,1003.7,1011.5,1.0,3.38,7,0,36.3
2023-09-02 14:00,112,인천,28.3,57,3.0,290,,1003.3,1011.1,1.0,2.94,8,0,36.1
2023-09-02 15:00,112,인천,28.7,57,3.5,290,,1002.7,1010.4,1.0,2.58,7,0,34.7
2023-09-02 16:00,112,인천,29.0,55,3.0,320,,1002.5,1010.2,1.0,2.17,8,0,32.7
2023-09-02 17:00,112,인천,28.4,57,3.5,320,,1002.7,1010.4,0.8,1.22,8,0,29.6
2023-09-02 18:00,112,인천,27.9,59,2.6,290,,1002.5,1010.3,1.0,0.83,7,0,27.6
2023-09-02 19:00,112,인천,26.7,61,2.3,140,,1002.6,1010.4,0.1,0.12,5,0,25.5
2023-09-02 20:00,112,인천,26.0,61,2.1,290,,1003.3,1011.1,0.0,0.0,7,0,24.3
2023-09-02 21:00,112,인천,25.6,69,2.4,320,,1003.7,1011.6,,,6,0,23.8
2023-09-02 22:00,112,인천,25.2,68,1.2,360,,1003.6,1011.5,,,5,0,23.2
2023-09-02 23:00,112,인천,25.0,72,0.0,0,,1003.8,1011.7,,,6,0,23.1
2023-09-03 00:00,112,인천,24.9,76,1.1,340,,1003.9,1011.8,,,8,8,23.4
2023-09-03 01:00,112,인천,25.0,71,1.0,90,,1003.8,1011.7,,,7,7,23.8
2023-09-03 02:00,112,인천,25.0,72,1.4,140,,1004.0,1011.9,,,6,6,23.7
2023-09-03 03:00,112,인천,25.1,72,2.4,140,,1004.1,1012.0,,,9,9,23.6
2023-09-03 04:00,112,인천,24.8,74,1.3,140,,1004.0,1011.8,,,8,8,23.6
2023-09-03 05:00,112,인천,24.5,80,1.6,110,,1004.1,1011.9,,,9,6,23.5
2023-09-03 06:00,112,인천,24.3,83,1.9,140,,1004.0,1011.8,,,9,7,23.4
2023-09-03 07:00,112,인천,24.0,85,2.1,110,,1004.4,1012.3,0.0,0.04,10,3,23.8
2023-09-03 08:00,112,인천,24.4,86,1.4,140,,1004.7,1012.5,0.0,0.22,10,5,25.1
2023-09-03 09:00,112,인천,25.1,84,2.2,110,,1004.9,1012.8,0.0,0.63,9,7,27.3
2023-09-03 10:00,112,인천,26.0,82,1.0,90,,1005.0,1012.9,0.0,0.96,9,9,28.7
2023-09-03 11:00,112,인천,26.5,79,1.0,90,,1005.1,1012.9,0.0,1.05,9,9,28.3
2023-09-03 12:00,112,인천,27.6,76,0.6,200,,1004.7,1012.5,0.1,1.18,9,9,30.2
2023-09-03 13:00,112,인천,28.0,74,1.0,90,,1004.0,1011.8,0.0,0.91,9,7,30.0
2023-09-03 14:00,112,인천,28.1,74,0.7,20,,1003.6,1011.4,0.0,0.69,9,8,30.8
2023-09-03 15:00,112,인천,28.2,74,0.8,290,,1003.7,1011.5,0.0,0.78,10,3,29.1
2023-09-03 16:00,112,인천,28.1,74,1.5,90,,1003.3,1011.1,0.0,0.48,10,3,28.9
2023-09-03 17:00,112,인천,28.3,73,0.0,0,,1003.4,1011.2,0.0,0.5,9,4,28.8
2023-09-03 18:00,112,인천,27.9,73,1.1,360,,1003.7,1011.5,0.0,0.25,9,2,27.5
2023-09-03 19:00,112,인천,27.5,74,1.8,70,,1003.5,1011.3,0.0,0.05,10,3,26.4
2023-09-03 20:00,112,인천,27.3,74,2.1,90,,1003.6,1011.4,0.0,0.0,9,9,25.7
2023-09-03 21:00,112,인천,26.9,75,1.7,90,,1003.9,1011.7,,,3,0,25.1
2023-09-03 22:00,112,인천,26.7,78,1.5,290,,1004.1,1011.9,,,8,1,24.9
2023-09-03 23:00,112,인천,26.5,79,0.5,110,,1004.5,1012.3,,,10,0,25.1
2023-09-04 00:00,112,인천,26.3,79,0.0,0,0.0,1004.5,1012.3,,,10,7,25.0
2023-09-04 01:00,112,인천,26.1,79,1.2,90,,1004.4,1012.2,,,10,0,24.8
2023-09-04 02:00,112,인천,25.9,80,0.7,110,,1004.2,1012.1,,,9,4,24.6
2023-09-04 03:00,112,인천,25.5,83,1.0,160,,1004.2,1012.1,,,10,6,24.5
2023-09-04 04:00,112,인천,25.6,82,1.7,140,,1004.4,1012.3,,,10,7,24.5
2023-09-04 05:00,112,인천,25.2,83,0.6,320,0.2,1004.1,1012.0,,,10,8,24.3
2023-09-04 06:00,112,인천,24.8,83,0.0,0,0.0,1004.4,1012.2,,,10,4,24.0
2023-09-04 07:00,112,인천,24.9,88,1.4,110,,1004.3,1012.2,0.0,0.07,9,4,24.5
2023-09-04 08:00,112,인천,25.4,88,0.5,70,,1004.5,1012.4,0.0,0.32,9,4,26.1
2023-09-04 09:00,112,인천,26.0,86,1.7,90,,1004.8,1012.7,0.0,0.58,9,1,27.3
2023-09-04 10:00,112,인천,27.3,83,1.0,90,,1005.3,1013.1,0.4,1.22,9,1,30.2
2023-09-04 11:00,112,인천,27.6,80,0.0,0,,1005.3,1013.1,0.1,1.15,9,2,30.4
2023-09-04 12:00,112,인천,28.7,78,0.0,0,,1005.2,1013.0,0.2,1.52,9,3,33.4
2023-09-04 13:00,112,인천,29.1,73,1.1,90,,1004.7,1012.4,0.2,1.78,9,2,32.8
2023-09-04 14:00,112,인천,28.9,72,1.4,140,,1004.1,1011.8,0.0,1.03,9,4,31.7
2023-09-04 15:00,112,인천,29.3,70,1.3,270,,1004.0,1011.7,0.0,1.1,9,2,31.5
2023-09-04 16:00,112,인천,29.4,73,1.7,250,,1003.6,1011.3,0.1,1.0,9,2,31.0
2023-09-04 17:00,112,인천,28.8,78,2.4,290,,1003.8,1011.5,0.1,0.79,9,2,29.8
2023-09-04 18:00,112,인천,28.1,80,2.5,290,,1003.8,1011.6,0.0,0.37,9,7,28.2
2023-09-04 19:00,112,인천,27.1,81,2.7,290,,1003.9,1011.7,0.0,0.07,10,9,26.8
2023-09-04 20:00,112,인천,26.9,85,2.0,320,,1004.1,1011.9,,,10,6,26.3
2023-09-04 21:00,112,인천,26.8,80,2.1,20,,1004.5,1012.3,,,9,0,25.9
