tm,stnId,stnNm,ta,hm,ws,wd,rn,pa,ps,ss,icsr,dc10Tca,dc10LmcsCa,ts
2025-12-01 00:00,112,인천,11.2,86,4.2,250,,1007.0,1015.3,,,1,1,9.5
2025-12-01 01:00,112,인천,9.5,86,6.3,320,,1007.7,1016.1,,,0,0,8.6
2025-12-01 02:00,112,인천,7.2,57,4.8,320,,1009.0,1017.5,,,0,0,6.9
2025-12-01 03:00,112,인천,6.5,48,3.9,320,,1009.6,1018.1,,,0,0,5.6
2025-12-01 04:00,112,인천,5.8,55,2.8,320,,1010.0,1018.5,,,0,0,4.9
2025-12-01 05:00,112,인천,5.7,69,2.5,320,,1010.6,1019.1,,,0,0,4.7
2025-12-01 06:00,112,인천,4.5,72,5.0,320,,1011.1,1019.7,,,0,0,4.3
2025-12-01 07:00,112,인천,3.6,74,3.9,290,,1011.4,1020.0,,,0,0,3.8
2025-12-01 08:00,112,인천,3.3,80,2.8,290,,1012.3,1020.9,0.0,0.02,0,0,3.7
2025-12-01 09:00,112,인천,3.7,74,2.9,360,,1013.1,1021.7,0.8,0.37,0,0,4.6
2025-12-01 10:00,112,인천,4.4,69,2.2,290,,1013.4,1022.0,1.0,0.99,0,0,6.9
2025-12-01 11:00,112,인천,5.2,65,2.3,320,,1013.2,1021.8,1.0,1.52,0,0,9.8
2025-12-01 12:00,112,인천,6.3,55,2.1,290,,1012.7,1021.2,1.0,1.85,0,0,12.0
2025-12-01 13:00,112,인천,6.8,53,2.6,290,,1012.2,1020.7,1.0,1.95,0,0,12.6
2025-12-01 14:00,112,인천,7.4,50,2.7,290,,1012.2,1020.7,1.0,1.81,0,0,12.3
2025-12-01 15:00,112,인천,7.0,45,3.8,320,,1012.5,1021.0,1.0,1.49,0,0,10.9
2025-12-01 16:00,112,인천,6.6,48,3.5,320,,1012.2,1020.7,1.0,0.95,0,0,8.3
2025-12-01 17:00,112,인천,5.9,48,2.4,290,,1012.1,1020.6,1.0,0.34,0,0,6.5
2025-12-01 18:00,112,인천,5.2,53,1.7,270,,1012.4,1021.0,0.0,0.0,0,0,5.5
2025-12-01 19:00,112,인천,4.8,53,1.2,250,,1012.5,1021.1,,,3,0,4.9
2025-12-01 20:00,112,인천,4.8,53,2.0,250,,1012.8,1021.4,,,3,2,4.4
2025-12-01 21:00,112,인천,3.9,50,4.5,200,,1013.1,1021.7,,,3,0,3.8
2025-12-01 22:00,112,인천,3.1,53,2.8,320,,1014.0,1022.7,,,3,1,3.2
2025-12-01 23:00,112,인천,2.6,57,2.3,160,,1014.1,1022.8,,,6,3,3.2
2025-12-02 00:00,112,인천,2.0,56,2.7,20,,1014.5,1023.2,,,6,0,2.8
