tm,stnId,stnNm,ta,hm,ws,wd,rn,pa,ps,ss,icsr,dc10Tca,dc10LmcsCa,ts
2025-04-01 00:00,112,인천,6.3,85,2.3,160,,1016.6,1025.2,,,2,0,5.5
2025-04-01 01:00,112,인천,6.1,86,2.1,180,,1016.4,1025.0,,,0,0,5.1
2025-04-01 02:00,112,인천,6.0,86,2.3,180,,1016.4,1025.0,,,0,0,4.8
2025-04-01 03:00,112,인천,5.6,86,2.1,160,,1015.9,1024.5,,,0,0,4.5
2025-04-01 04:00,112,인천,5.1,88,2.0,140,,1015.8,1024.4,,,0,0,4.0
2025-04-01 05:00,112,인천,5.1,89,2.2,160,,1015.8,1024.4,,,0,0,3.8
2025-04-01 06:00,112,인천,5.0,90,2.3,180,,1015.8,1024.4,,,0,0,3.7
2025-04-01 07:00,112,인천,4.9,91,1.9,140,,1015.8,1024.4,0.0,0.05,0,0,3.9
2025-04-01 08:00,112,인천,6.5,86,2.5,140,,1015.8,1024.4,0.5,0.5,0,0,6.2
2025-04-01 09:00,112,인천,8.6,80,2.5,140,,1015.9,1024.4,1.0,1.23,0,0,9.4
2025-04-01 10:00,112,인천,10.3,67,3.3,160,,1016.0,1024.4,1.0,1.95,0,0,13.8
2025-04-01 11:00,112,인천,12.1,51,2.7,180,,1015.7,1024.1,1.0,2.6,0,0,17.6
2025-04-01 12:00,112,인천,12.6,56,3.2,250,,1015.3,1023.7,1.0,2.98,0,0,20.3
2025-04-01 13:00,112,인천,12.7,54,3.6,230,,1014.7,1023.1,1.0,3.21,0,0,21.5
2025-04-01 14:00,112,인천,13.1,25,3.9,230,,1013.9,1022.2,1.0,3.17,0,0,21.6
2025-04-01 15:00,112,인천,13.8,31,3.4,230,,1013.5,1021.8,1.0,2.85,0,0,20.2
2025-04-01 16:00,112,인천,13.6,31,3.2,200,,1012.9,1021.2,1.0,2.31,0,0,18.6
2025-04-01 17:00,112,인천,12.9,35,2.9,270,,1012.5,1020.8,1.0,1.63,0,0,16.2
2025-04-01 18:00,112,인천,11.8,32,2.5,290,,1012.3,1020.7,1.0,0.86,0,0,12.5
2025-04-01 19:00,112,인천,9.1,57,2.6,340,,1012.2,1020.6,0.5,0.18,0,0,10.2
2025-04-01 20:00,112,인천,7.7,68,2.6,320,,1012.4,1020.9,,,0,0,8.5
2025-04-01 21:00,112,인천,7.6,69,1.7,320,,1012.6,1021.1,,,0,0,7.6
2025-04-01 22:00,112,인천,6.9,81,2.8,290,,1012.5,1021.0,,,0,0,7.0
2025-04-01 23:00,112,인천,6.7,77,1.8,290,,1012.4,1020.9,,,0,0,6.4
2025-04-02 00:00,112,인천,6.1,82,2.7,290,,1012.9,1021.4,,,0,0,6.1
2025-04-02 01:00,112,인천,5.9,81,1.5,320,,1012.8,1021.4,,,0,0,5.6
2025-04-02 02:00,112,인천,5.8,82,1.7,340,,1012.6,1021.2,,,0,0,5.0
2025-04-02 03:00,112,인천,5.6,81,0.3,0,,1011.9,1020.5,,,0,0,4.7
2025-04-02 04:00,112,인천,5.5,88,1.6,340,,1012.0,1020.6,,,0,0,4.5
2025-04-02 05:00,112,인천,4.9,84,0.9,140,,1011.5,1020.1,,,0,0,4.0
2025-04-02 06:00,112,인천,5.0,86,1.6,180,,1011.4,1020.0,,,2,0,3.7
2025-04-02 07:00,112,인천,5.6,85,1.2,110,,1011.5,1020.1,0.0,0.08,5,0,4.5
2025-04-02 08:00,112,인천,7.4,76,1.5,110,,1011.3,1019.8,0.6,0.53,5,0,6.7
2025-04-02 09:00,112,인천,9.7,60,1.3,140,,1011.2,1019.6,1.0,1.28,6,0,10.7
