구분| 일자| 연료코드| 연료명| 연료량
석탄| 202211| 01| 유연탄| 86578
석탄| 202211| 01| 유연탄| 658457
석탄| 202211| 01| 유연탄| 537140
석탄| 202211| 01| 유연탄| 161812
석탄| 202211| 02| 무연탄| 0
기타| 202211| 03| 유류| 1206917
기타| 202211| 04| LNG| 38235.888
기타| 202211| 05| 유기성고형연료| 4071.82
기타| 202211| 06| 우드펠릿| 110436.58
