구분| 일자| 연료코드| 연료명| 연료량
석탄| 202202| 01| 유연탄| 77242
석탄| 202202| 01| 유연탄| 179350
석탄| 202202| 01| 유연탄| 122813.333
석탄| 202202| 01| 유연탄| 355631
석탄| 202202| 01| 유연탄| 447303
석탄| 202202| 02| 무연탄| 0
기타| 202202| 03| 유류| 4500615
기타| 202202| 04| LNG| 76315.963
기타| 202202| 05| 유기성고형연료| 2590.97
기타| 202202| 06| 우드펠릿| 71776.21
