구분| 일자| 연료코드| 연료명| 연료량
석탄| 202507| 01| 유연탄| 325344
석탄| 202507| 01| 유연탄| 448303
석탄| 202507| 01| 유연탄| 166991
석탄| 202507| 01| 유연탄| 283028
석탄| 202507| 01| 유연탄| 190238
석탄| 202507| 02| 무연탄| 0
기타| 202507| 03| 유류| 6817615
기타| 202507| 04| LNG| 21589.736
기타| 202507| 05| 유기성고형연료| 2807.14
기타| 202507| 06| 우드펠릿| 95783.26
