구분| 일자| 연료코드| 연료명| 연료량
석탄| 202511| 01| 유연탄| 35000
석탄| 202511| 01| 유연탄| 483158
석탄| 202511| 01| 유연탄| 258111
석탄| 202511| 01| 유연탄| 115830
석탄| 202511| 02| 무연탄| 0
기타| 202511| 03| 유류| 5943678
기타| 202511| 04| LNG| 33456.977
기타| 202511| 05| 유기성고형연료| 3614.32
기타| 202511| 06| 우드펠릿| 52145.43
