구분| 일자| 연료코드| 연료명| 연료량
석탄| 202308| 01| 유연탄| 179866
석탄| 202308| 01| 유연탄| 94992
석탄| 202308| 01| 유연탄| 168000
석탄| 202308| 01| 유연탄| 278060
석탄| 202308| 01| 유연탄| 667229
석탄| 202308| 01| 유연탄| 154000
석탄| 202308| 02| 무연탄| 0
기타| 202308| 03| 유류| 6909731
기타| 202308| 04| LNG| 14932.91
기타| 202308| 05| 유기성고형연료| 3539.14
기타| 202308| 06| 우드펠릿| 81001.04
