구분| 일자| 연료코드| 연료명| 연료량
석탄| 202410| 01| 유연탄| 240926
석탄| 202410| 01| 유연탄| 55000
석탄| 202410| 01| 유연탄| 155985
석탄| 202410| 01| 유연탄| 496283
석탄| 202410| 01| 유연탄| 44243
석탄| 202410| 02| 무연탄| 0
기타| 202410| 03| 유류| 2112837
기타| 202410| 04| LNG| 17093.376
기타| 202410| 05| 유기성고형연료| 2570.94
기타| 202410| 06| 우드펠릿| 90242.49
