구분| 일자| 연료코드| 연료명| 연료량
석탄| 202212| 01| 유연탄| 70000
석탄| 202212| 01| 유연탄| 332185
석탄| 202212| 01| 유연탄| 551020
석탄| 202212| 01| 유연탄| 162249
석탄| 202212| 02| 무연탄| 0
기타| 202212| 03| 유류| 1062479
기타| 202212| 04| LNG| 95961.872
기타| 202212| 05| 유기성고형연료| 4362.71
기타| 202212| 06| 우드펠릿| 111341.67
