구분| 일자| 연료코드| 연료명| 연료량
석탄| 202206| 01| 유연탄| 283890.2
석탄| 202206| 01| 유연탄| 97064
석탄| 202206| 01| 유연탄| 373919
석탄| 202206| 01| 유연탄| 162450
석탄| 202206| 01| 유연탄| 603085
석탄| 202206| 02| 무연탄| 0
기타| 202206| 03| 유류| 4244476
기타| 202206| 04| LNG| 35062.303
기타| 202206| 05| 유기성고형연료| 3760.93
기타| 202206| 06| 우드펠릿| 64602.88
