구분| 일자| 연료코드| 연료명| 연료량
석탄| 202510| 01| 유연탄| 340611
석탄| 202510| 01| 유연탄| 552999
석탄| 202510| 01| 유연탄| 65000
석탄| 202510| 01| 유연탄| 357068
석탄| 202510| 02| 무연탄| 0
기타| 202510| 03| 유류| 1199786
기타| 202510| 04| LNG| 18752.63
기타| 202510| 05| 유기성고형연료| 3316.97
기타| 202510| 06| 우드펠릿| 70059.91
