구분| 일자| 연료코드| 연료명| 연료량
석탄| 202209| 01| 유연탄| 222931
석탄| 202209| 01| 유연탄| 236601
석탄| 202209| 01| 유연탄| 77000
석탄| 202209| 01| 유연탄| 382785
석탄| 202209| 01| 유연탄| 156707
석탄| 202209| 01| 유연탄| 201835
석탄| 202209| 02| 무연탄| 0
기타| 202209| 03| 유류| 3416342
기타| 202209| 04| LNG| 16593.436
기타| 202209| 05| 유기성고형연료| 3313.06
기타| 202209| 06| 우드펠릿| 72303.45
