구분| 일자| 연료코드| 연료명| 연료량
석탄| 202407| 01| 유연탄| 63552
석탄| 202407| 01| 유연탄| 345937
석탄| 202407| 01| 유연탄| 307245
석탄| 202407| 01| 유연탄| 333976
석탄| 202407| 01| 유연탄| 140005
석탄| 202407| 02| 무연탄| 0
기타| 202407| 03| 유류| 8618010
기타| 202407| 04| LNG| 14628.762
기타| 202407| 05| 유기성고형연료| 1234.56
기타| 202407| 06| 우드펠릿| 104501.28
