구분| 일자| 연료코드| 연료명| 연료량
석탄| 202311| 01| 유연탄| 72129
석탄| 202311| 01| 유연탄| 156657
석탄| 202311| 01| 유연탄| 306940
석탄| 202311| 01| 유연탄| 167529
석탄| 202311| 01| 유연탄| 158000
석탄| 202311| 02| 무연탄| 0
기타| 202311| 03| 유류| 3030085
기타| 202311| 04| LNG| 43081.34
기타| 202311| 05| 유기성고형연료| 3839.6
기타| 202311| 06| 우드펠릿| 33476.86
