구분| 일자| 연료코드| 연료명| 연료량
석탄| 202203| 01| 유연탄| 80000
석탄| 202203| 01| 유연탄| 160007
석탄| 202203| 01| 유연탄| 123400
석탄| 202203| 01| 유연탄| 27000
석탄| 202203| 01| 유연탄| 525072
석탄| 202203| 01| 유연탄| 488876
석탄| 202203| 02| 무연탄| 0
기타| 202203| 03| 유류| 4338856
기타| 202203| 04| LNG| 55485.386
기타| 202203| 05| 유기성고형연료| 0
기타| 202203| 06| 우드펠릿| 80769.94
