구분| 일자| 연료코드| 연료명| 연료량
석탄| 202302| 01| 유연탄| 154000
석탄| 202302| 01| 유연탄| 59402
석탄| 202302| 01| 유연탄| 341506
석탄| 202302| 01| 유연탄| 76100
석탄| 202302| 01| 유연탄| 456457
석탄| 202302| 01| 유연탄| 45873
석탄| 202302| 02| 무연탄| 0
기타| 202302| 03| 유류| 3060089
기타| 202302| 04| LNG| 71099.412
기타| 202302| 05| 유기성고형연료| 2998.67
기타| 202302| 06| 우드펠릿| 79272.82
