구분| 일자| 연료코드| 연료명| 연료량
석탄| 202207| 01| 유연탄| 225460
석탄| 202207| 01| 유연탄| 234993
석탄| 202207| 01| 유연탄| 467137
석탄| 202207| 01| 유연탄| 629179
석탄| 202207| 02| 무연탄| 0
기타| 202207| 03| 유류| 3210439
기타| 202207| 04| LNG| 30428.354
기타| 202207| 05| 유기성고형연료| 4006.15
기타| 202207| 06| 우드펠릿| 91128.29
