구분| 일자| 연료코드| 연료명| 연료량
석탄| 202506| 01| 유연탄| 290751.209
석탄| 202506| 01| 유연탄| 160900
석탄| 202506| 01| 유연탄| 237476
석탄| 202506| 01| 유연탄| 144634
석탄| 202506| 01| 유연탄| 170221
석탄| 202506| 01| 유연탄| 74827
석탄| 202506| 02| 무연탄| 0
기타| 202506| 03| 유류| 2094718
기타| 202506| 04| LNG| 18178.086
기타| 202506| 05| 유기성고형연료| 2154.98
기타| 202506| 06| 우드펠릿| 88143.22
