구분| 일자| 연료코드| 연료명| 연료량
석탄| 202409| 01| 유연탄| 179959
석탄| 202409| 01| 유연탄| 142229
석탄| 202409| 01| 유연탄| 274970
석탄| 202409| 01| 유연탄| 476998
석탄| 202409| 01| 유연탄| 128204
석탄| 202409| 02| 무연탄| 0
기타| 202409| 03| 유류| 7693617
기타| 202409| 04| LNG| 20634.101
기타| 202409| 05| 유기성고형연료| 1997.86
기타| 202409| 06| 우드펠릿| 88353.41
