구분| 일자| 연료코드| 연료명| 연료량
석탄| 202408| 01| 유연탄| 159214
석탄| 202408| 01| 유연탄| 81446.996
석탄| 202408| 01| 유연탄| 467700
석탄| 202408| 01| 유연탄| 713501
석탄| 202408| 01| 유연탄| 163400
석탄| 202408| 02| 무연탄| 0
기타| 202408| 03| 유류| 7482536
기타| 202408| 04| LNG| 26216.715
기타| 202408| 05| 유기성고형연료| 2255.63
기타| 202408| 06| 우드펠릿| 100065.7
