구분| 일자| 연료코드| 연료명| 연료량
석탄| 202411| 01| 유연탄| 85249
석탄| 202411| 01| 유연탄| 105273
석탄| 202411| 01| 유연탄| 541801
석탄| 202411| 01| 유연탄| 163662
석탄| 202411| 01| 유연탄| 95000
석탄| 202411| 02| 무연탄| 0
기타| 202411| 03| 유류| 2052325
기타| 202411| 04| LNG| 35322.073
기타| 202411| 05| 유기성고형연료| 1488.56
기타| 202411| 06| 우드펠릿| 57745.14
