구분| 일자| 연료코드| 연료명| 연료량
석탄| 202505| 01| 유연탄| 325331
석탄| 202505| 01| 유연탄| 86763
석탄| 202505| 01| 유연탄| 78200
석탄| 202505| 01| 유연탄| 331863
석탄| 202505| 01| 유연탄| 166059
석탄| 202505| 01| 유연탄| 77435
석탄| 202505| 02| 무연탄| 0
기타| 202505| 03| 유류| 3207552
기타| 202505| 04| LNG| 35894.285
기타| 202505| 05| 유기성고형연료| 1336.96
기타| 202505| 06| 우드펠릿| 86828.33
