구분| 일자| 연료코드| 연료명| 연료량
석탄| 202306| 01| 유연탄| 161677
석탄| 202306| 01| 유연탄| 296295
석탄| 202306| 01| 유연탄| 278395
석탄| 202306| 01| 유연탄| 155420
석탄| 202306| 01| 유연탄| 243450
석탄| 202306| 01| 유연탄| 73048
석탄| 202306| 02| 무연탄| 0
기타| 202306| 03| 유류| 4433182
기타| 202306| 04| LNG| 20436.226
기타| 202306| 05| 유기성고형연료| 3409.72
기타| 202306| 06| 우드펠릿| 61890.86
