구분| 일자| 연료코드| 연료명| 연료량
석탄| 202501| 01| 유연탄| 81421
석탄| 202501| 01| 유연탄| 61470
석탄| 202501| 01| 유연탄| 566954
석탄| 202501| 01| 유연탄| 45605
석탄| 202501| 01| 유연탄| 402177
석탄| 202501| 02| 무연탄| 0
기타| 202501| 03| 유류| 3895557
기타| 202501| 04| LNG| 78652.893
기타| 202501| 05| 유기성고형연료| 1663.38
기타| 202501| 06| 우드펠릿| 65895.45
