구분| 일자| 연료코드| 연료명| 연료량
석탄| 202305| 01| 유연탄| 302104
석탄| 202305| 01| 유연탄| 543061
석탄| 202305| 01| 유연탄| 79000
석탄| 202305| 01| 유연탄| 286731
석탄| 202305| 01| 유연탄| 164973
석탄| 202305| 01| 유연탄| 139643
석탄| 202305| 02| 무연탄| 0
기타| 202305| 03| 유류| 3304261
기타| 202305| 04| LNG| 10255.982
기타| 202305| 05| 유기성고형연료| 2798.89
기타| 202305| 06| 우드펠릿| 84964.32
