구분| 일자| 연료코드| 연료명| 연료량
석탄| 202208| 01| 유연탄| 74000
석탄| 202208| 01| 유연탄| 158952
석탄| 202208| 01| 유연탄| 166452
석탄| 202208| 01| 유연탄| 77952
석탄| 202208| 01| 유연탄| 710250
석탄| 202208| 01| 유연탄| 88000
석탄| 202208| 01| 유연탄| 314892
석탄| 202208| 02| 무연탄| 0
기타| 202208| 03| 유류| 4737459
기타| 202208| 04| LNG| 16662.041
기타| 202208| 05| 유기성고형연료| 4094.87
기타| 202208| 06| 우드펠릿| 103094.06
