구분| 일자| 연료코드| 연료명| 연료량
석탄| 202312| 01| 유연탄| 72000
석탄| 202312| 01| 유연탄| 74000
석탄| 202312| 01| 유연탄| 229500
석탄| 202312| 01| 유연탄| 493718
석탄| 202312| 01| 유연탄| 524772
석탄| 202312| 02| 무연탄| 0
기타| 202312| 03| 유류| 4242544
기타| 202312| 04| LNG| 72776.066
기타| 202312| 05| 유기성고형연료| 3318.96
기타| 202312| 06| 우드펠릿| 51550.52
