구분| 일자| 연료코드| 연료명| 연료량
석탄| 202508| 01| 유연탄| 559533.35
석탄| 202508| 01| 유연탄| 653970
석탄| 202508| 01| 유연탄| 247367
석탄| 202508| 01| 유연탄| 142888
석탄| 202508| 01| 유연탄| 128112
석탄| 202508| 02| 무연탄| 0
기타| 202508| 03| 유류| 3600342
기타| 202508| 04| LNG| 17140.306
기타| 202508| 05| 유기성고형연료| 3448.46
기타| 202508| 06| 우드펠릿| 107011.1
