구분| 일자| 연료코드| 연료명| 연료량
석탄| 202509| 01| 유연탄| 100000
석탄| 202509| 01| 유연탄| 234820
석탄| 202509| 01| 유연탄| 604876
석탄| 202509| 01| 유연탄| 171174
석탄| 202509| 01| 유연탄| 162028
석탄| 202509| 02| 무연탄| 0
기타| 202509| 03| 유류| 1534864
기타| 202509| 04| LNG| 18195.716
기타| 202509| 05| 유기성고형연료| 4393.41
기타| 202509| 06| 우드펠릿| 72697.24
