구분| 일자| 연료코드| 연료명| 연료량
석탄| 202402| 01| 유연탄| 231358
석탄| 202402| 01| 유연탄| 32304
석탄| 202402| 01| 유연탄| 334757.009
석탄| 202402| 01| 유연탄| 72200
석탄| 202402| 01| 유연탄| 478357
석탄| 202402| 01| 유연탄| 88000
석탄| 202402| 02| 무연탄| 0
기타| 202402| 03| 유류| 4771855
기타| 202402| 04| LNG| 57920.305
기타| 202402| 05| 유기성고형연료| 1744.84
기타| 202402| 06| 우드펠릿| 94483.09
