구분| 일자| 연료코드| 연료명| 연료량
석탄| 202309| 01| 유연탄| 289943
석탄| 202309| 01| 유연탄| 73895
석탄| 202309| 01| 유연탄| 458904
석탄| 202309| 01| 유연탄| 164999
석탄| 202309| 02| 무연탄| 0
기타| 202309| 03| 유류| 3807716
기타| 202309| 04| LNG| 30920.308
기타| 202309| 05| 유기성고형연료| 1842.31
기타| 202309| 06| 우드펠릿| 82008.26
