label,n,P1_nmae,P2_nmae,P1_cov80,P2_cov80,P1_cov95,P2_cov95,P1_bias,P2_bias
seed-42,66278,5.422052882345339,4.736653910995751,85.08554874920789,91.473792208576,93.84260237182775,97.3792208575998,0.6184548387648596,0.6652905816547265
seed-123,66278,5.422052882345339,4.716260880108792,85.08554874920789,91.74537553939467,93.84260237182775,97.46371344941006,0.6184548387648596,0.4242760092650632
seed-7,66278,5.422052882345339,4.809878290761291,85.08554874920789,91.12073387851173,93.84260237182775,97.26907872899001,0.6184548387648596,-0.035361805063119776
ENSEMBLE-3,66278,5.422052882345339,4.7288608103750125,85.08554874920789,91.56884637436254,93.84260237182775,97.39430882042306,0.6184548387648596,0.35085150489932754
