site,n,nmae,bias,cov80,cov95
경상대,4060.0,3.374817571184125,0.15698163370427498,94.23645320197043,98.37438423645321
고흥만수상,4064.0,4.5482605430639005,-0.1620368341955184,90.25590551181102,96.8257874015748
광양항세방,4064.0,7.982195424891706,6.499533720888731,74.26181102362204,85.67913385826772
구미,4055.0,5.068457162057356,1.9886844781840063,85.17879161528977,95.24044389642417
삼천포,4063.0,4.848891082598853,-1.2482666921452417,85.70022151119862,94.43760767905488
영흥,4022.0,4.318152193127321,-0.20778248623089446,88.98557931377424,94.90303331675783
예천,4053.0,8.183658311848731,-1.6940007663726928,78.55909203059463,92.62274858129781
창원,4062.0,8.522123221093848,2.4119550983225704,91.4327917282127,98.35056622353521
