site,1,2,3,4,5,6,7,8,9,10,11,12
경상대,0.35906152053564955,0.38984463892827453,0.3919441454286224,0.37891002762430936,0.3779695189327584,0.37577743093922655,0.3316669115966349,0.350490973088576,0.2715350552486188,0.3319807935710698,0.3369419368289378,0.3036829531277847
고흥만수상,0.38391503541064614,0.39096708215222287,0.4380043287018569,0.4650051669003324,0.4075222772629106,0.44728284762369847,0.4563978253574322,0.4955551024665241,0.3957595057313737,0.42750885685379064,0.39964014800167164,0.35060069865964466
광양항세방,0.2820457960602995,0.3348645364257013,0.3599608764536607,0.33721600400935514,0.3693373970158011,0.38078015369194784,0.3391242869756981,0.3426996324757768,0.27559722686267957,0.26611183670989885,0.27787857201394445,0.23859139066423807
구미,0.3782530974333517,0.3937250637846132,0.40256132019868623,0.4003117712533602,0.3811669852724233,0.36579547001008067,0.34025661294391457,0.3435604737090271,0.32357929582493283,0.3253393857934181,0.3711005253770203,0.3397172043688215
삼천포,0.38651642694700067,0.4193499735834104,0.44241997171401054,0.4060637779850746,0.3934806698216236,0.36239297574626866,0.3345590674277452,0.35685982185844967,0.32185609141791044,0.34146349163274536,0.39008967427015867,0.3301658792729899
영흥,0.3085016870384342,0.3932910888999515,0.42435791814215157,0.4395239039080041,0.4459647737179174,0.40482344840402934,0.33036847245085615,0.3880375182416918,0.3635045218535712,0.3670847900082198,0.3479999353093188,0.282144242415567
예천,0.37674672048435925,0.3973546792035398,0.4063259576612903,0.40210434375,0.40198701219512195,0.36839540625,0.29411673057517657,0.250074435483871,0.2613700210084034,0.3064278181818182,0.3421049056603774,0.31933696572580644
창원,0.25829635551128993,0.25370790713711067,0.28283357771261,0.34201136363636364,0.3704672157111181,0.3515576298701299,0.30358237121102916,0.334677681189778,0.26783441558441556,0.25120661157024793,0.27359797435269134,0.24663515919564305
