nu,loc_t,scale_t,n_fit,n_eval,cov80_normal,cov80_t,cov95_normal,cov95_t,nll_normal,nll_t,crps_normal,crps_t
3.733609528964236,0.09228189588861382,0.688007112586053,16429,16014,78.94342450355938,72.29923816660421,91.25140502060697,90.83926564256276,-1.0900308,-1.181467934944177,0.04810792003798454,0.04779882815345006
