datetime_kst,site,dsr_mean,dsr_n_valid,n_slots,zenith_center,lat,lon
2025-02-01 00:00:00,경상대,,0,6,156.05701474317635,35.18,128.1
2025-02-01 00:00:00,고흥만수상,,0,6,155.99085047487,34.57,127.3
2025-02-01 00:00:00,광양항세방,,0,6,155.99774556436526,34.93,127.71
2025-02-01 00:00:00,구미,,0,6,155.5221961505139,36.13,128.34
2025-02-01 00:00:00,삼천포,,0,6,156.1987342849255,34.95,128.07
2025-02-01 00:00:00,여수,,0,6,156.14498508260044,34.74,127.74
2025-02-01 00:00:00,영동,,0,6,154.8209580349632,37.18,128.46
2025-02-01 00:00:00,영흥,,0,6,153.65824835564752,37.26,126.46
2025-02-01 00:00:00,예천,,0,6,155.21122777352429,36.65,128.46
2025-02-01 00:00:00,창원,,0,6,156.31539968758256,35.21,128.58
2025-02-01 00:00:00,탑선,,0,6,155.2449532537969,35.24,126.81
2025-02-01 01:00:00,경상대,,0,6,161.84295491405055,35.18,128.1
2025-02-01 01:00:00,고흥만수상,,0,6,162.33109001046466,34.57,127.3
2025-02-01 01:00:00,광양항세방,,0,6,162.03890393618948,34.93,127.71
2025-02-01 01:00:00,구미,,0,6,160.92910803461967,36.13,128.34
2025-02-01 01:00:00,삼천포,,0,6,162.06667906389865,34.95,128.07
2025-02-01 01:00:00,여수,,0,6,162.23031099677104,34.74,127.74
2025-02-01 01:00:00,영동,,0,6,159.89890754237868,37.18,128.46
2025-02-01 01:00:00,영흥,,0,6,159.55913872644624,37.26,126.46
2025-02-01 01:00:00,예천,,0,6,160.42516888354672,36.65,128.46
2025-02-01 01:00:00,창원,,0,6,161.86628093279091,35.21,128.58
2025-02-01 01:00:00,탑선,,0,6,161.59297333234812,35.24,126.81
2025-02-01 02:00:00,경상대,,0,6,158.95958958716824,35.18,128.1
2025-02-01 02:00:00,고흥만수상,,0,6,159.83161433603073,34.57,127.3
2025-02-01 02:00:00,광양항세방,,0,6,159.3454471384136,34.93,127.71
2025-02-01 02:00:00,구미,,0,6,158.06243276733113,36.13,128.34
2025-02-01 02:00:00,삼천포,,0,6,159.16313325272955,34.95,128.07
2025-02-01 02:00:00,여수,,0,6,159.48931796464996,34.74,127.74
2025-02-01 02:00:00,영동,,0,6,157.12904716990545,37.18,128.46
2025-02-01 02:00:00,영흥,,0,6,157.85853641955828,37.26,126.46
2025-02-01 02:00:00,예천,,0,6,157.5748095776044,36.65,128.46
2025-02-01 02:00:00,창원,,0,6,158.71083931911477,35.21,128.58
2025-02-01 02:00:00,탑선,,0,6,159.47914195366562,35.24,126.81
2025-02-01 03:00:00,경상대,,0,6,149.81991060113836,35.18,128.1
2025-02-01 03:00:00,고흥만수상,,0,6,150.69198291531038,34.57,127.3
2025-02-01 03:00:00,광양항세방,,0,6,150.22102117682508,34.93,127.71
2025-02-01 03:00:00,구미,,0,6,149.174332554513,36.13,128.34
2025-02-01 03:00:00,삼천포,,0,6,149.95431934686337,34.95,128.07
2025-02-01 03:00:00,여수,,0,6,150.29328768019784,34.74,127.74
2025-02-01 03:00:00,영동,,0,6,148.54593130940117,37.18,128.46
2025-02-01 03:00:00,영흥,,0,6,149.83155008280136,37.26,126.46
2025-02-01 03:00:00,예천,,0,6,148.8239199103706,36.65,128.46
2025-02-01 03:00:00,창원,,0,6,149.46319234280688,35.21,128.58
2025-02-01 03:00:00,탑선,,0,6,150.69788748254507,35.24,126.81
2025-02-01 04:00:00,경상대,,0,6,138.43904071990306,35.18,128.1
2025-02-01 04:00:00,고흥만수상,,0,6,139.22735774159275,34.57,127.3
2025-02-01 04:00:00,광양항세방,,0,6,138.8108791407198,34.93,127.71
2025-02-01 04:00:00,구미,,0,6,138.00546191807416,36.13,128.34
2025-02-01 04:00:00,삼천포,,0,6,138.52011929622026,34.95,128.07
2025-02-01 04:00:00,여수,,0,6,138.83448813972774,34.74,127.74
2025-02-01 04:00:00,영동,,0,6,137.62558550266397,37.18,128.46
2025-02-01 04:00:00,영흥,,0,6,139.1223534850589,37.26,126.46
2025-02-01 04:00:00,예천,,0,6,137.77260287960036,36.65,128.46
2025-02-01 04:00:00,창원,,0,6,138.0516186548166,35.21,128.58
2025-02-01 04:00:00,탑선,,0,6,139.44096059272727,35.24,126.81
2025-02-01 05:00:00,경상대,,0,6,126.34403380467032,35.18,128.1
2025-02-01 05:00:00,고흥만수상,,0,6,127.0421273659702,34.57,127.3
2025-02-01 05:00:00,광양항세방,,0,6,126.68030986694095,34.93,127.71
2025-02-01 05:00:00,구미,,0,6,126.07774689850356,36.13,128.34
2025-02-01 05:00:00,삼천포,,0,6,126.3845308052073,34.95,128.07
2025-02-01 05:00:00,여수,,0,6,126.66913781438392,34.74,127.74
2025-02-01 05:00:00,영동,,0,6,125.89125497782592,37.18,128.46
2025-02-01 05:00:00,영흥,,0,6,127.46680126813648,37.26,126.46
2025-02-01 05:00:00,예천,,0,6,125.93835377748411,36.65,128.46
2025-02-01 05:00:00,창원,,0,6,125.9506569194626,35.21,128.58
2025-02-01 05:00:00,탑선,,0,6,127.39005560891337,35.24,126.81
2025-02-01 06:00:00,경상대,,0,6,114.09089442162686,35.18,128.1
2025-02-01 06:00:00,고흥만수상,,0,6,114.69747828862282,34.57,127.3
2025-02-01 06:00:00,광양항세방,,0,6,114.3894674805358,34.93,127.71
2025-02-01 06:00:00,구미,,0,6,113.96970775708756,36.13,128.34
2025-02-01 06:00:00,삼천포,,0,6,114.09688573034533,34.95,128.07
2025-02-01 06:00:00,여수,,0,6,114.349956921792,34.74,127.74
2025-02-01 06:00:00,영동,,0,6,113.9483701989855,37.18,128.46
2025-02-01 06:00:00,영흥,,0,6,115.54291756889978,37.26,126.46
2025-02-01 06:00:00,예천,,0,6,113.91141819901438,36.65,128.46
2025-02-01 06:00:00,창원,,0,6,113.70241540578809,35.21,128.58
2025-02-01 06:00:00,탑선,,0,6,115.14641916626924,35.24,126.81
2025-02-01 07:00:00,경상대,,0,6,101.97383356229994,35.18,128.1
2025-02-01 07:00:00,고흥만수상,,0,6,102.48279147436848,34.57,127.3
2025-02-01 07:00:00,광양항세방,,0,6,102.23111568345729,34.93,127.71
2025-02-01 07:00:00,구미,,0,6,101.99073940214679,36.13,128.34
2025-02-01 07:00:00,삼천포,,0,6,101.94743282729044,34.95,128.07
2025-02-01 07:00:00,여수,,0,6,102.16594199736744,34.74,127.74
2025-02-01 07:00:00,영동,,0,6,102.1238386758786,37.18,128.46
2025-02-01 07:00:00,영흥,,0,6,103.69897148737468,37.26,126.46
2025-02-01 07:00:00,예천,,0,6,102.00939883698773,36.65,128.46
2025-02-01 07:00:00,창원,,0,6,101.59789316908086,35.21,128.58
2025-02-01 07:00:00,탑선,,0,6,103.01645420252699,35.24,126.81
2025-02-01 08:00:00,경상대,,0,6,90.23708090229906,35.18,128.1
2025-02-01 08:00:00,고흥만수상,,0,6,90.63554132525019,34.57,127.3
2025-02-01 08:00:00,광양항세방,,0,6,90.4467137603548,34.93,127.71
2025-02-01 08:00:00,구미,,0,6,90.39521824760537,36.13,128.34
2025-02-01 08:00:00,삼천포,,0,6,90.1779348635178,34.95,128.07
2025-02-01 08:00:00,여수,,0,6,90.35650563728296,34.74,127.74
2025-02-01 08:00:00,영동,,0,6,90.68310665622131,37.18,128.46
2025-02-01 08:00:00,영흥,,0,6,92.20274990062963,37.26,126.46
2025-02-01 08:00:00,예천,,0,6,90.492163273347,36.65,128.46
2025-02-01 08:00:00,창원,,0,6,89.88179535729905,35.21,128.58
2025-02-01 08:00:00,탑선,,0,6,91.24506816893606,35.24,126.81
2025-02-01 09:00:00,경상대,99.33333333333333,3,6,79.16687428572492,35.18,128.1
2025-02-01 09:00:00,고흥만수상,98.46666666666665,3,6,79.43380458338855,34.57,127.3
2025-02-01 09:00:00,광양항세방,88.96666666666665,3,6,79.31884586265458,34.93,127.71
2025-02-01 09:00:00,구미,112.03333333333335,3,6,79.47669179613118,36.13,128.34
2025-02-01 09:00:00,삼천포,97.2,3,6,79.07297404576286,34.95,128.07
2025-02-01 09:00:00,여수,95.53333333333335,3,6,79.20312599959584,34.74,127.74
2025-02-01 09:00:00,영동,113.33333333333333,3,6,79.92682564339594,37.18,128.46
2025-02-01 09:00:00,영흥,128.2,2,6,81.34650931149626,37.26,126.46
2025-02-01 09:00:00,예천,122.33333333333333,3,6,79.65710467014328,36.65,128.46
2025-02-01 09:00:00,창원,102.96666666666665,3,6,78.84307796818598,35.21,128.58
2025-02-01 09:00:00,탑선,122.35,2,6,80.11247159593567,35.24,126.81
2025-02-01 10:00:00,경상대,105.02000000000001,5,5,69.16286430381052,35.18,128.1
2025-02-01 10:00:00,고흥만수상,80.44000000000001,5,5,69.26791156020607,34.57,127.3
2025-02-01 10:00:00,광양항세방,81.16,5,5,69.24276013876053,34.93,127.71
2025-02-01 10:00:00,구미,145.76,5,5,69.63880363192247,36.13,128.34
2025-02-01 10:00:00,삼천포,129.82,5,5,69.03144339652289,34.95,128.07
2025-02-01 10:00:00,여수,104.8,5,5,69.10093104232868,34.74,127.74
2025-02-01 10:00:00,영동,166.8,5,5,70.26112932677951,37.18,128.46
2025-02-01 10:00:00,영흥,203.88000000000002,5,5,71.51860738713688,37.26,126.46
2025-02-01 10:00:00,예천,143.4,5,5,69.90973530614153,36.65,128.46
2025-02-01 10:00:00,창원,133.39999999999998,5,5,68.88627220676084,35.21,128.58
2025-02-01 10:00:00,탑선,135.88000000000002,5,5,70.00585758952577,35.24,126.81
2025-02-01 11:00:00,경상대,120.0,6,6,60.80884467832661,35.18,128.1
2025-02-01 11:00:00,고흥만수상,112.03333333333335,6,6,60.71418081407346,34.57,127.3
2025-02-01 11:00:00,광양항세방,90.41666666666667,6,6,60.79839886585462,34.93,127.71
2025-02-01 11:00:00,구미,138.49999999999997,6,6,61.46162912151401,36.13,128.34
2025-02-01 11:00:00,삼천포,137.55,6,6,60.63832635931479,34.95,128.07
2025-02-01 11:00:00,여수,112.38333333333334,6,6,60.631556006664525,34.74,127.74
2025-02-01 11:00:00,영동,241.30000000000004,6,6,62.25929477136797,37.18,128.46
2025-02-01 11:00:00,영흥,334.15,6,6,63.266882406239645,37.26,126.46
2025-02-01 11:00:00,예천,206.00000000000003,6,6,61.827630842303826,36.65,128.46
2025-02-01 11:00:00,창원,137.83333333333334,6,6,60.60179011682659,35.21,128.58
2025-02-01 11:00:00,탑선,169.6,6,6,61.4904738905914,35.24,126.81
2025-02-01 12:00:00,경상대,147.70000000000002,6,6,54.90092298750558,35.18,128.1
2025-02-01 12:00:00,고흥만수상,146.0,6,6,54.57290922246384,34.57,127.3
2025-02-01 12:00:00,광양항세방,109.61666666666667,6,6,54.78299695821946,34.93,127.71
2025-02-01 12:00:00,구미,143.6,6,6,55.72106145390168,36.13,128.34
2025-02-01 12:00:00,삼천포,111.78333333333335,6,6,54.69490925009104,34.95,128.07
2025-02-01 12:00:00,여수,102.85000000000001,6,6,54.59711774808929,34.74,127.74
2025-02-01 12:00:00,영동,297.0,6,6,56.67309105407874,37.18,128.46
2025-02-01 12:00:00,영흥,440.5166666666667,6,6,57.321451621086936,37.26,126.46
