datetime_kst,site,dsr_mean,dsr_n_valid,n_slots,zenith_center,lat,lon
2023-01-01 00:00:00,경상대,,0,6,162.10371398782837,35.18,128.1
2023-01-01 00:00:00,고흥만수상,,0,6,161.94546330311343,34.57,127.3
2023-01-01 00:00:00,광양항세방,,0,6,162.00463938173505,34.93,127.71
2023-01-01 00:00:00,구미,,0,6,161.64401673799443,36.13,128.34
2023-01-01 00:00:00,삼천포,,0,6,162.22664910517227,34.95,128.07
2023-01-01 00:00:00,여수,,0,6,162.13833891052332,34.74,127.74
2023-01-01 00:00:00,영동,,0,6,161.00492092342,37.18,128.46
2023-01-01 00:00:00,영흥,,0,6,159.76408087890928,37.26,126.46
2023-01-01 00:00:00,예천,,0,6,161.36806525915006,36.65,128.46
2023-01-01 00:00:00,창원,,0,6,162.38931879792725,35.21,128.58
2023-01-01 00:00:00,탑선,,0,6,161.22836041275826,35.24,126.81
2023-01-01 01:00:00,경상대,,0,6,167.88690125281033,35.18,128.1
2023-01-01 01:00:00,고흥만수상,,0,6,168.46739611168616,34.57,127.3
2023-01-01 01:00:00,광양항세방,,0,6,168.12811858870018,34.93,127.71
2023-01-01 01:00:00,구미,,0,6,166.9374949484527,36.13,128.34
2023-01-01 01:00:00,삼천포,,0,6,168.11654768786462,34.95,128.07
2023-01-01 01:00:00,여수,,0,6,168.3189728249738,34.74,127.74
2023-01-01 01:00:00,영동,,0,6,165.8866477849703,37.18,128.46
2023-01-01 01:00:00,영흥,,0,6,165.7239631426529,37.26,126.46
2023-01-01 01:00:00,예천,,0,6,166.41657572808174,36.65,128.46
2023-01-01 01:00:00,창원,,0,6,167.85438015701374,35.21,128.58
2023-01-01 01:00:00,탑선,,0,6,167.76284316369163,35.24,126.81
2023-01-01 02:00:00,경상대,,0,6,162.29727919456172,35.18,128.1
2023-01-01 02:00:00,고흥만수상,,0,6,163.1915296443208,34.57,127.3
2023-01-01 02:00:00,광양항세방,,0,6,162.70265418036973,34.93,127.71
2023-01-01 02:00:00,구미,,0,6,161.53658450926304,36.13,128.34
2023-01-01 02:00:00,삼천포,,0,6,162.4609745259767,34.95,128.07
2023-01-01 02:00:00,여수,,0,6,162.8036146452196,34.74,127.74
2023-01-01 02:00:00,영동,,0,6,160.76333026153893,37.18,128.46
2023-01-01 02:00:00,영흥,,0,6,161.8272925030464,37.26,126.46
2023-01-01 02:00:00,예천,,0,6,161.120501603044,36.65,128.46
2023-01-01 02:00:00,창원,,0,6,161.97248686887917,35.21,128.58
2023-01-01 02:00:00,탑선,,0,6,163.0566854855664,35.24,126.81
2023-01-01 03:00:00,경상대,,0,6,151.408438016241,35.18,128.1
2023-01-01 03:00:00,고흥만수상,,0,6,152.21326390973204,34.57,127.3
2023-01-01 03:00:00,광양항세방,,0,6,151.78668873315257,34.93,127.71
2023-01-01 03:00:00,구미,,0,6,150.93424651627157,36.13,128.34
2023-01-01 03:00:00,삼천포,,0,6,151.49835812877717,34.95,128.07
2023-01-01 03:00:00,여수,,0,6,151.8178319221019,34.74,127.74
2023-01-01 03:00:00,영동,,0,6,150.4981796000431,37.18,128.46
2023-01-01 03:00:00,영흥,,0,6,151.95405568058158,37.26,126.46
2023-01-01 03:00:00,예천,,0,6,150.67566570014162,36.65,128.46
2023-01-01 03:00:00,창원,,0,6,151.02420413271147,35.21,128.58
2023-01-01 03:00:00,탑선,,0,6,152.39429264321353,35.24,126.81
2023-01-01 04:00:00,경상대,,0,6,139.37871358472125,35.18,128.1
2023-01-01 04:00:00,고흥만수상,,0,6,140.08399384077916,34.57,127.3
2023-01-01 04:00:00,광양항세방,,0,6,139.7181554144388,34.93,127.71
2023-01-01 04:00:00,구미,,0,6,139.09533903195933,36.13,128.34
2023-01-01 04:00:00,삼천포,,0,6,139.42241422676796,34.95,128.07
2023-01-01 04:00:00,여수,,0,6,139.70939335901522,34.74,127.74
2023-01-01 04:00:00,영동,,0,6,138.88235392478626,37.18,128.46
2023-01-01 04:00:00,영흥,,0,6,140.44958442317204,37.26,126.46
2023-01-01 04:00:00,예천,,0,6,138.94391853825272,36.65,128.46
2023-01-01 04:00:00,창원,,0,6,138.98533759149478,35.21,128.58
2023-01-01 04:00:00,탑선,,0,6,140.42237370428614,35.24,126.81
2023-01-01 05:00:00,경상대,,0,6,127.13361759431012,35.18,128.1
2023-01-01 05:00:00,고흥만수상,,0,6,127.74719459714657,34.57,127.3
2023-01-01 05:00:00,광양항세방,,0,6,127.43537533588767,34.93,127.71
2023-01-01 05:00:00,구미,,0,6,126.99801280938692,36.13,128.34
2023-01-01 05:00:00,삼천포,,0,6,127.14233381383777,34.95,128.07
2023-01-01 05:00:00,여수,,0,6,127.39782735809342,34.74,127.74
2023-01-01 05:00:00,영동,,0,6,126.9551553899133,37.18,128.46
2023-01-01 05:00:00,영흥,,0,6,128.54951328585616,37.26,126.46
2023-01-01 05:00:00,예천,,0,6,126.92975109188012,36.65,128.46
2023-01-01 05:00:00,창원,,0,6,126.744394832922,35.21,128.58
2023-01-01 05:00:00,탑선,,0,6,128.18926734043126,35.24,126.81
2023-01-01 06:00:00,경상대,,0,6,114.99681961777658,35.18,128.1
2023-01-01 06:00:00,고흥만수상,,0,6,115.51865572913293,34.57,127.3
2023-01-01 06:00:00,광양항세방,,0,6,115.25985403761152,34.93,127.71
2023-01-01 06:00:00,구미,,0,6,114.99304088480974,36.13,128.34
2023-01-01 06:00:00,삼천포,,0,6,114.97471320451697,34.95,128.07
2023-01-01 06:00:00,여수,,0,6,115.19782917782757,34.74,127.74
2023-01-01 06:00:00,영동,,0,6,115.09910480163455,37.18,128.46
2023-01-01 06:00:00,영흥,,0,6,116.68051221317094,37.26,126.46
2023-01-01 06:00:00,예천,,0,6,114.99866678051981,36.65,128.46
2023-01-01 06:00:00,창원,,0,6,114.61870481545148,35.21,128.58
2023-01-01 06:00:00,탑선,,0,6,116.04237121788395,35.24,126.81
2023-01-01 07:00:00,경상대,,0,6,103.18146774622842,35.18,128.1
