site,n,nmae,bias,cov80,cov95
경상대,4060.0,3.3615907534854856,-0.013671650008179173,91.33004926108374,97.24137931034483
고흥만수상,4064.0,4.582475341478817,0.33777247574437025,87.4015748031496,95.4232283464567
광양항세방,4064.0,8.148421668549533,6.859148891674086,68.25787401574803,83.85826771653542
구미,4055.0,5.1857888923570945,1.9920038869093448,81.87422934648582,93.5881627620222
삼천포,4063.0,4.8161234195163525,-0.6336121253882208,88.23529411764706,95.05291656411518
영흥,4022.0,4.412356684147531,0.10654173107678372,88.31427150671308,95.02734957732471
예천,4053.0,7.823984836039307,0.1114286420234476,78.46039970392302,90.57488280286208
