site,n,nmae,bias,cov80,cov95
경상대,4060.0,3.7194614152439733,-0.8859392721688026,94.45812807881774,98.17733990147784
고흥만수상,4064.0,5.284038532171127,-0.7538478949933825,90.03444881889764,96.8503937007874
광양항세방,4064.0,7.569470996182774,5.453258844245354,70.47244094488188,80.26574803149606
구미,4055.0,5.138991290185791,1.4270727172779303,85.67200986436498,95.21578298397041
삼천포,4063.0,5.544691391635174,-1.4338752871313234,85.97095742062515,95.24981540733448
영흥,4022.0,5.012897094350722,-0.683211942224704,87.0213823968175,93.95822973644952
예천,4053.0,8.537327251966081,-1.6863231675584116,83.04959289415248,94.39921046138663
창원,4062.0,7.626605050565867,-0.9895604551925242,95.49483013293944,99.40915805022156
